登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
5351,齊藤廉,B1,福岡,22,134,5.23,209,,,,,,,,,,,41,0.0,48,4.2,48,2.1,-3.9,23,12,5,0,4,1,1,0.16,1,0,0.16,0.16,+0.00,22,候補
4390,松本弓雄,B1,徳島,40,98,4.19,209,,,,,○,,,,,,38,0.0,49,6.1,29,0.0,-2.0,17,7,2,4,2,2,0,0.19,0,0,0.19,,,0,
3441,土屋太朗,B1,群馬,57,65,4.61,209,,,,,,,,,,,45,2.2,45,0.0,19,0.0,-3.1,16,8,3,2,2,0,1,0.19,0,0,0.19,,,0,
4879,山崎鉄平,B1,佐賀,31,116,5.19,208,,,,,,,,,,,39,12.8,37,2.7,44,0.0,4.6,24,8,5,6,4,1,0,0.17,2,0,0.16,0.20,+0.04,50,
4273,佐藤旭,B1,静岡,44,94,4.96,208,,,,,,○,,,,,35,0.0,43,2.3,43,0.0,-4.6,27,15,4,5,2,0,1,0.19,0,0,0.19,,,0,
4638,小林遼太,B1,福岡,35,107,5.38,208,,,,,,,,,,,40,10.0,38,2.6,33,3.0,2.5,30,14,6,4,3,2,1,0.18,0,0,0.18,,,0,
4197,渥美卓郎,B1,静岡,44,91,3.76,208,,,,,,,,,,,38,2.6,44,2.3,23,0.0,-0.1,18,10,1,4,0,2,1,0.19,0,0,0.19,,,0,
4639,雑賀勇貴,B1,大阪,35,107,4.31,208,,,,,,,,,,,53,1.9,41,0.0,21,0.0,-1.9,22,14,1,4,2,0,1,0.16,0,0,0.16,,,0,
4700,金子和之,A2,埼玉,39,110,5.96,208,,,,,○,,,,,,46,6.5,33,12.1,35,0.0,-3.2,42,24,8,4,4,2,0,0.15,0,0,0.15,,,0,
5098,大江純,B1,愛知,30,125,5.09,208,,,,,,,,,,,46,17.4,42,2.4,31,0.0,8.2,31,5,4,6,8,7,1,0.14,1,0,0.14,0.16,+0.02,6,
4918,川島拓郎,B1,静岡,37,118,4.63,208,,,,,○,,,,,,45,2.2,40,5.0,33,0.0,-3.2,30,16,5,1,5,3,0,0.16,1,0,0.15,0.18,+0.03,27,
4226,村田浩司,B1,山口,43,92,4.19,208,,,,,,,,,,,35,14.3,44,2.3,32,3.1,5.5,26,14,0,6,4,2,0,0.15,0,0,0.15,,,0,
5155,内山七海,A2,福岡,29,127,6.25,208,,,,,○,,,,,,41,12.2,36,5.6,39,5.1,2.2,39,15,9,7,5,3,0,0.14,0,0,0.14,,,0,
3684,清水攻二,A2,山口,52,73,5.56,207,,,,,○,,,,,,47,4.3,33,6.1,32,0.0,-3.7,37,19,7,5,4,2,0,0.18,1,0,0.18,0.19,+0.01,42,
5129,山口真喜,A2,長崎,29,126,6.11,207,,,,,○,,,,,,37,16.2,36,8.3,41,0.0,5.0,43,18,4,8,7,5,1,0.16,1,0,0.16,0.16,-0.00,40,候補
5352,西岡蒼志,B1,香川,22,134,5.20,207,,,,,○,,,,,,45,8.9,44,6.8,47,2.1,1.9,28,12,2,6,7,0,1,0.17,1,0,0.16,0.31,+0.14,4,
5054,佐々木大,A1,大阪,30,123,6.57,207,,,,,○,,,,,,51,5.9,36,5.6,29,6.9,-3.7,48,29,5,7,7,0,0,0.13,0,0,0.13,,,0,
4992,廣瀬篤哉,B1,滋賀,28,120,4.80,207,,,,,,,,,,,40,15.0,41,0.0,37,0.0,7.0,33,16,4,7,2,3,1,0.15,0,0,0.15,,,0,
4263,武重雄介,B1,山口,42,93,4.69,207,,,,,,,,,,,39,2.6,41,2.4,40,2.5,-2.8,33,21,4,2,5,0,1,0.18,1,0,0.18,0.16,-0.02,1,
5281,井上遥妃,A1,徳島,23,131,5.65,207,,,,,○,,,,,,37,8.1,36,8.3,39,2.6,-0.8,58,29,9,9,6,5,0,0.14,2,0,0.12,0.15,+0.03,126,
3517,高橋勲,B1,東京,58,68,5.88,207,,,,,,,,,,,58,13.8,35,2.9,13,0.0,3.7,35,15,4,9,7,0,0,0.15,2,0,0.15,0.17,+0.02,7,
3882,新田智彰,B1,大阪,53,80,4.23,207,,,,,○,,,,,,47,6.4,43,7.0,27,0.0,-0.0,23,11,4,3,4,1,0,0.17,0,0,0.17,,,0,
4246,喜多那由,B1,静岡,44,93,4.08,207,,,,,,,,,,○,41,0.0,39,0.0,29,0.0,-3.1,9,6,3,0,0,0,0,0.18,0,0,0.18,,,0,
4401,小林泰,A2,東京,41,99,5.66,207,,,,,○,,,,,,41,14.6,39,5.1,34,0.0,4.0,45,28,4,8,4,1,0,0.14,0,0,0.14,,,0,
4054,福嶋智之,B1,岡山,48,86,4.69,207,,,,,,,,,,,38,2.6,36,2.8,46,0.0,-1.9,25,17,3,2,2,1,0,0.15,0,0,0.15,,,0,
4016,西川新太,B1,愛知,46,84,5.46,207,,,,,○,,,,,,42,7.1,40,7.5,35,2.9,0.5,22,9,6,1,5,1,0,0.16,0,0,0.16,,,0,
4695,尾崎雄二,A2,長崎,40,110,5.40,206,,,,,○,,,,,,42,4.8,41,9.8,35,0.0,-1.3,35,17,8,1,7,1,1,0.15,0,0,0.15,,,0,
5084,末永和也,A1,佐賀,27,124,6.60,206,,,,,○,,,,,,40,12.5,31,9.7,35,0.0,-0.3,57,33,10,5,7,2,0,0.13,0,0,0.13,,,0,
4941,孫崎百世,B1,滋賀,37,119,4.61,206,,,,,○,,,,,,40,5.0,38,5.3,32,0.0,-0.2,26,7,6,2,5,5,1,0.21,1,0,0.21,0.26,+0.06,11,慎重型
4060,島田一生,B1,福岡,47,86,4.71,206,,,,,,,,,,,39,7.7,37,2.7,34,5.9,0.9,33,12,3,11,4,3,0,0.16,1,0,0.16,0.17,+0.01,39,
3931,黒崎竜也,A2,三重,50,81,6.27,206,,,,,○,,,,,,31,9.7,33,6.1,47,2.1,0.3,35,19,2,6,4,4,0,0.15,3,0,0.15,0.16,+0.02,35,
4175,川尻泰輔,A2,埼玉,43,90,5.66,206,,,,,,,,,,,42,9.5,36,2.8,28,3.6,0.2,42,27,4,2,6,3,0,0.14,0,0,0.14,,,0,
3647,伊藤雄二,B1,埼玉,53,72,3.33,206,,,,,,,,,,,40,0.0,45,2.2,37,0.0,-2.0,8,5,2,1,0,0,0,0.17,0,0,0.17,,,0,
4343,村岡賢,B1,広島,41,96,4.19,206,,,,,,,,,,,31,3.2,48,2.1,25,0.0,-0.7,14,6,2,1,1,4,0,0.17,0,0,0.17,,,0,
4435,服部達哉,A2,愛知,40,100,5.42,206,,,,,○,,,,,,43,4.7,30,10.0,36,0.0,-3.4,36,16,8,5,5,2,0,0.18,0,0,0.18,,,0,
5279,石渡翔一,B1,東京,23,131,5.89,206,,,,,○,,,,●,,33,6.1,40,5.0,31,3.2,-2.2,42,17,10,4,6,5,0,0.16,1,0,0.16,0.16,+0.01,59,
4526,池田雄祐,A2,愛知,38,103,4.88,206,,,,,,,,,,,36,8.3,44,2.3,31,0.0,-0.6,38,20,7,5,4,2,0,0.15,2,0,0.14,0.18,+0.04,35,
3775,泉啓文,B1,岡山,52,76,3.65,206,,,,,,,,,,,38,0.0,43,2.3,40,0.0,-2.0,13,6,2,1,3,1,0,0.17,1,0,0.17,0.18,+0.01,28,
4082,濱崎誠,B1,大阪,47,87,5.85,206,,,,,○,,,,,,39,10.3,46,10.9,39,2.6,0.8,38,15,8,7,6,2,0,0.18,1,0,0.17,0.20,+0.03,37,
4568,廣瀬真也,B1,東京,38,105,5.30,205,,,,,,,,,,,37,13.5,34,0.0,45,0.0,5.0,39,24,3,7,4,1,0,0.15,0,0,0.15,,,0,
3892,草場康幸,B1,佐賀,50,80,4.99,205,,,,,,○,,,,,39,0.0,42,2.4,29,0.0,-4.7,26,17,2,2,2,2,1,0.16,0,0,0.16,,,0,
4329,小松卓司,B1,福岡,43,96,4.57,205,,,,,,,,,,,48,4.2,42,0.0,32,0.0,-0.9,14,9,2,1,1,1,0,0.17,0,0,0.17,,,0,
4139,丹下健,B1,愛知,45,89,4.27,205,,,,,,,,,,,44,4.5,35,2.9,31,0.0,-1.4,22,10,3,4,3,2,0,0.18,1,0,0.17,0.21,+0.04,21,
3863,海老澤泰,B1,東京,52,79,4.57,205,,,,,,,,,,,37,2.7,39,2.6,27,0.0,-1.9,16,9,0,5,2,0,0,0.17,1,0,0.17,0.17,+0.00,43,候補
4797,中山将,A1,三重,34,113,6.04,205,,,,,○,,,,,,36,19.4,39,7.7,48,4.2,6.1,55,25,6,14,6,4,0,0.14,3,0,0.13,0.18,+0.05,44,慎重型
3587,武田信一,B1,徳島,53,70,4.03,205,,,,,,,,,,,38,0.0,35,0.0,41,0.0,-2.0,11,8,0,2,0,1,0,0.16,1,0,0.16,0.16,-0.00,27,候補
4011,堀之内紀,A2,岡山,46,84,6.49,205,,,,,,,,,,,38,15.8,35,2.9,38,10.5,4.7,47,20,6,13,4,4,0,0.16,2,0,0.15,0.18,+0.03,56,
4821,妻鳥晋也,B1,香川,34,114,5.13,205,,,,,○,,,,,,40,10.0,48,8.3,36,0.0,2.5,35,10,7,7,7,3,1,0.18,0,0,0.18,,,0,
4540,相原利章,A2,東京,39,104,5.04,205,,,,,,,,,,,38,7.9,33,0.0,41,0.0,1.0,30,17,5,4,2,2,0,0.12,2,0,0.12,0.13,+0.01,76,
4202,浮田圭浩,B1,岡山,44,91,4.55,205,,,,,,,,,,,35,2.9,42,2.4,37,0.0,-1.7,18,11,2,0,3,2,0,0.18,1,0,0.18,0.22,+0.04,22,
5144,中尾彩香,B1,福岡,25,126,4.76,205,,,,,,,,,,,42,2.4,41,4.9,31,0.0,-3.0,26,13,2,9,1,1,0,0.17,0,0,0.17,,,0,
5308,藤森拓海,B1,福岡,22,132,4.50,205,,,,,,,,,,,39,5.1,43,4.7,34,0.0,0.6,14,3,2,3,5,0,1,0.17,0,0,0.17,,,0,
5135,仲航太,B1,東京,26,126,5.70,205,,,,,○,,,,,,34,8.8,38,7.9,47,0.0,1.6,39,21,4,3,8,3,0,0.17,3,0,0.15,0.23,+0.08,48,慎重型
4809,外崎悟,A1,埼玉,37,114,5.56,205,,,,,○,○,,,,,39,0.0,38,7.9,34,0.0,-6.6,36,15,10,1,3,7,0,0.16,0,0,0.16,,,0,
4315,山崎昂介,B1,長崎,42,95,5.28,204,,,,,○,,,,,,41,9.8,42,9.5,30,0.0,2.4,32,11,5,9,5,1,1,0.17,0,0,0.17,,,0,
4303,牧原崇,B1,愛知,43,95,4.72,204,,,,,,,,,,,39,2.6,37,0.0,33,0.0,-2.8,26,16,3,1,3,3,0,0.17,0,0,0.17,,,0,
4116,川田正人,B1,徳島,45,88,4.52,204,,,,,○,,,,,,46,4.3,41,7.3,35,0.0,-1.6,22,11,0,2,5,4,0,0.18,2,0,0.16,0.21,+0.05,85,慎重型
3619,長谷川充,B1,群馬,52,71,5.17,204,,,,,,,,,,,42,2.4,35,2.9,34,0.0,-3.0,22,11,5,2,2,2,0,0.19,0,0,0.19,,,0,
4220,深川和仁,B1,香川,44,92,4.95,204,,,,,,,,,,,41,9.8,42,2.4,24,0.0,2.4,41,24,3,7,6,1,0,0.17,1,0,0.17,0.25,+0.08,11,慎重型
3998,冨成謙児,B1,佐賀,47,83,4.34,204,,,,,,,,,,,37,2.7,41,0.0,32,0.0,-1.9,15,12,2,0,1,0,0,0.17,0,0,0.17,,,0,
4521,小池公生,B1,福岡,39,103,5.33,204,,,,,,,,,,,34,2.9,44,4.5,35,0.0,-2.5,35,18,5,6,3,3,0,0.20,2,0,0.18,0.21,+0.03,156,
5165,小林愛実,B1,岡山,26,127,4.60,204,,,,,,,,,,,33,6.1,44,2.3,36,0.0,-0.2,21,9,2,6,3,1,0,0.17,1,0,0.17,0.19,+0.02,17,
4676,後藤隼之,A2,東京,38,109,5.09,204,,,,,,○,,,,,43,0.0,39,2.6,26,0.0,-6.8,30,18,3,4,4,1,0,0.16,1,0,0.16,0.16,-0.00,30,候補
5394,福西広太,B1,埼玉,24,136,3.18,203,,,,,,,,,,,38,2.6,45,0.0,116,0.9,0.4,4,0,2,1,1,0,0,0.19,0,0,0.19,,,0,
3357,福島陽子,B1,岡山,57,62,3.87,203,,,,,,,,,,,38,0.0,37,0.0,28,0.0,-2.0,9,6,0,1,0,2,0,0.20,0,0,0.20,,,0,
3990,芹澤克彦,B1,静岡,47,83,5.07,203,,,,,○,,,,,,43,2.3,40,5.0,34,0.0,-2.2,25,9,3,8,1,4,0,0.15,1,0,0.14,0.19,+0.04,13,
5270,小玉啓太,B1,佐賀,25,131,4.55,203,,,,,,,,,,,40,7.5,41,4.9,37,0.0,1.6,19,6,0,9,4,0,0,0.16,1,0,0.16,0.20,+0.04,29,
4158,木場雄二,B1,山口,45,90,4.39,203,,,,,○,,,,,,36,8.3,40,7.5,40,5.0,1.4,27,17,0,4,2,3,1,0.16,0,0,0.16,,,0,
4735,角山雄哉,B1,兵庫,35,111,4.85,203,,,,,○,,,,,,38,10.5,42,9.5,28,3.6,2.9,28,12,0,11,5,0,0,0.15,0,0,0.15,,,0,
4819,蜂須瑞生,A2,群馬,35,114,5.02,203,,,,,,,,,,,34,11.8,36,2.8,40,2.5,1.8,39,23,3,9,4,0,0,0.17,3,0,0.16,0.18,+0.02,62,
4917,岩橋裕馬,B1,兵庫,38,118,4.89,203,,,,,,,,,,,38,2.6,34,0.0,33,6.1,-1.2,19,9,3,3,2,1,1,0.16,0,0,0.16,,,0,
4697,國弘翔平,B1,福岡,40,110,4.26,203,,,,,,,,,,,40,2.5,43,0.0,30,0.0,-2.1,14,11,0,3,0,0,0,0.17,0,0,0.17,,,0,
4556,竹井奈美,A1,福岡,37,104,6.58,203,,,,,,,,,,,47,12.8,28,0.0,30,3.3,-0.1,62,35,8,12,4,3,0,0.16,1,0,0.15,0.19,+0.04,31,
4211,村田敦,B1,東京,43,91,4.68,203,,,,,○,,,,,,28,3.6,41,7.3,39,0.0,-0.5,14,8,0,4,2,0,0,0.14,0,0,0.14,,,0,
5111,三村岳人,A2,岡山,26,125,5.89,203,,,,,○,,,,,,34,11.8,35,5.7,32,0.0,1.8,38,16,8,9,4,1,0,0.16,0,0,0.16,,,0,
3964,宮地博士,B1,長崎,47,82,3.85,202,,,,,,,,,,,36,0.0,42,0.0,30,0.0,-3.0,10,5,1,0,1,3,0,0.20,0,0,0.20,,,0,
3784,中島友和,B1,佐賀,50,76,5.00,202,,,,,,,,,,,44,15.9,33,3.0,30,0.0,7.0,25,11,3,8,3,0,0,0.16,0,0,0.16,,,0,
3718,伊達正利,B1,静岡,51,74,4.47,202,,,,,,,,,,,37,2.7,44,2.3,34,0.0,-1.1,28,20,4,4,0,0,0,0.17,0,0,0.17,,,0,
3994,小野桜,B1,滋賀,47,83,4.75,202,,,,,,,,,,,36,5.6,37,2.7,22,0.0,-0.7,20,11,3,3,3,0,0,0.18,0,0,0.18,,,0,
5194,大久保佑,B1,埼玉,24,128,4.25,202,,,,,,,,,,,43,9.3,42,0.0,30,0.0,2.9,24,14,2,3,1,3,1,0.17,1,1,0.17,0.16,-0.01,52,候補
4152,深水慎一,A2,東京,46,90,5.27,202,,,,,○,,,,,,30,10.0,44,9.1,28,0.0,2.3,32,14,8,2,5,3,0,0.17,1,0,0.17,0.20,+0.03,12,
3867,松浦勝,B1,愛知,51,79,2.85,202,,,,,,,,,,,41,2.4,40,2.5,29,0.0,-0.5,9,4,2,1,1,1,0,0.17,0,0,0.17,,,0,
5106,山崎祥,A2,山口,27,125,5.49,202,,,,,,,,,,,37,10.8,42,2.4,32,0.0,1.1,30,14,1,7,5,3,0,0.18,0,0,0.18,,,0,
5185,加藤優弥,B1,福井,26,128,5.13,202,,,,,○,,,,,,38,5.3,38,10.5,35,0.0,-0.9,36,13,7,9,4,3,0,0.13,2,0,0.13,0.16,+0.03,30,
3546,中里昌志,B1,埼玉,57,69,4.61,202,,,,,,,,,,,56,5.4,27,0.0,24,0.0,0.0,13,6,0,3,2,1,1,0.18,0,0,0.18,,,0,
2878,富山弘幸,B1,大阪,68,43,5.54,202,,,,,,,,,,,42,9.5,41,0.0,19,5.3,0.2,29,16,3,2,7,1,0,0.17,0,0,0.17,,,0,
5137,川原涼,A2,愛知,26,126,5.29,201,,,,,○,,,,,,34,11.8,35,8.6,60,0.0,3.6,31,16,1,8,2,4,0,0.17,0,0,0.17,,,0,
4951,新田洋一,B1,広島,32,119,5.11,201,,,,,○,,,,,,42,2.4,38,5.3,35,2.9,-3.0,27,17,2,3,2,2,1,0.15,2,0,0.14,0.15,+0.01,68,
4944,田代達也,B1,東京,35,119,4.25,201,,,,,,,,,,,44,6.8,33,0.0,37,0.0,1.1,16,3,4,5,2,2,0,0.16,1,0,0.16,0.18,+0.02,32,
3475,橋本久和,B1,群馬,56,66,5.22,201,,,,,○,,,,,,34,11.8,37,8.1,28,0.0,3.7,32,19,2,9,2,0,0,0.19,1,0,0.19,0.21,+0.02,2,
4129,宇野博之,B1,愛知,46,89,3.50,201,,,,,○,,,,,,40,2.5,44,6.8,30,0.0,-0.2,11,4,1,1,3,2,0,0.18,2,0,0.18,0.20,+0.02,20,
4128,川口貴久,B1,東京,46,89,5.08,201,,,,,○,,,,,,29,3.4,45,11.1,38,2.6,-2.0,27,11,0,5,8,2,1,0.15,1,0,0.15,0.16,+0.01,54,
4359,横川聖志,A2,徳島,42,97,5.37,201,,,,,○,,,,,,37,10.8,31,6.5,37,0.0,3.1,33,13,6,7,2,4,1,0.13,2,0,0.13,0.15,+0.02,76,
5249,三木晴斗,B1,徳島,24,130,4.91,201,,,,,,○,,,,,34,0.0,36,2.8,37,0.0,-4.5,27,11,6,1,6,2,1,0.16,2,0,0.16,0.18,+0.02,25,
3687,花田和明,B1,愛知,56,74,5.03,201,,,,,,,,,,,57,1.8,4,0.0,2,0.0,-3.7,28,19,4,3,1,1,0,0.16,0,0,0.16,,,0,
4145,小澤学,B1,東京,44,89,4.02,201,,,,,,,,,,,46,0.0,41,0.0,26,0.0,-2.1,8,2,2,1,1,1,1,0.25,0,0,0.25,,,0,
3868,尾形栄治,B1,東京,51,79,4.55,201,,,,,,,,,,,45,2.2,43,2.3,32,0.0,-2.3,20,10,4,3,2,1,0,0.19,0,0,0.19,,,0,
3284,渡邊伸太,B1,佐賀,58,59,5.71,201,,,,,,○,,,,,34,0.0,43,0.0,14,7.1,-4.5,27,19,3,3,2,0,0,0.20,1,0,0.19,0.22,+0.03,56,
4389,伊藤喜智,A2,大阪,40,98,5.46,201,,,,,○,,,,,,41,2.4,32,6.2,35,0.0,-3.0,31,12,5,5,6,2,1,0.17,0,0,0.17,,,0,
3929,杢野誓良,B1,愛知,50,81,4.25,201,,,,,○,,,,,,38,5.3,46,6.5,32,0.0,-0.1,19,8,3,4,2,1,1,0.16,0,0,0.16,,,0,
4895,門間雄大,A2,東京,35,117,4.82,201,,,,,○,,,,,,38,7.9,44,6.8,31,3.2,1.0,32,13,4,12,2,1,0,0.14,1,0,0.14,0.17,+0.03,13,
4195,前川守嗣,B1,福岡,44,91,5.19,201,,,,,○,○,,,,,33,0.0,47,6.4,35,2.9,-4.5,30,13,6,5,4,2,0,0.15,0,0,0.15,,,0,
5095,小原聡将,A2,東京,32,125,6.37,201,,,,,,○,,,,,34,2.9,36,2.8,35,0.0,-5.4,43,25,8,3,5,2,0,0.15,1,0,0.15,0.16,+0.02,41,
4560,庄司樹良,A2,東京,35,104,5.60,201,,,,,○,,,,●,,38,5.3,39,7.7,37,2.7,-2.8,45,22,9,3,7,2,2,0.15,2,0,0.15,0.15,-0.00,26,候補
5239,上野俊樹,B1,福岡,26,130,5.60,200,,,,,○,○,,,,,29,0.0,41,7.3,42,0.0,-4.3,32,10,11,6,4,1,0,0.16,1,0,0.15,0.20,+0.05,12,慎重型
3769,佐竹恒彦,A2,滋賀,52,76,5.58,200,,,,,,,,,,,28,3.6,42,0.0,26,0.0,-1.9,29,20,2,2,1,4,0,0.17,0,0,0.17,,,0,
3708,岡部貴司,B1,岡山,52,74,5.24,200,,,,,,,,,,,44,2.3,37,2.7,35,2.9,-3.1,19,13,0,4,1,1,0,0.16,1,0,0.15,0.18,+0.03,36,
3352,小川晃司,B1,福岡,58,62,4.22,200,,,,,,,,,,,0,,6,0.0,227,0.9,,3,0,1,1,1,0,0,0.17,0,0,0.17,,,0,
4692,酒井俊弘,B1,福井,42,110,4.55,200,,,,,○,,,,,,29,17.2,44,22.7,49,16.3,7.1,31,10,0,21,0,0,0,0.14,1,0,0.13,0.16,+0.03,55,
4258,関根彰人,B1,埼玉,42,93,4.85,200,,,,,,,,,,,39,2.6,39,2.6,34,0.0,-2.8,21,11,7,1,2,0,0,0.18,0,0,0.18,,,0,
4440,萩原知哉,B1,東京,40,100,4.60,200,,,,,,,,,,,41,2.4,41,2.4,30,0.0,-2.1,17,7,2,3,3,1,1,0.17,0,0,0.17,,,0,
4689,豊田結,B1,静岡,33,109,4.85,200,,,,,○,,,,,,37,8.1,40,7.5,36,5.6,1.1,28,16,1,5,4,2,0,0.16,0,0,0.16,,,0,
3976,内田圭,B1,山口,49,83,3.54,200,,,,,○,,,,,,44,4.5,40,5.0,30,0.0,0.2,20,10,3,5,1,1,0,0.17,0,0,0.17,,,0,
3828,明石正之,B1,兵庫,53,78,5.18,200,,,,,,,,,,,35,2.9,48,4.2,33,0.0,-2.5,20,11,2,3,3,1,0,0.17,2,0,0.17,0.19,+0.02,39,
3993,永井聖美,B1,東京,47,83,5.49,200,,,,,○,,,,,,41,12.2,38,7.9,21,0.0,2.2,25,11,6,2,5,1,0,0.16,0,0,0.16,,,0,
5173,谷口佳蓮,B1,香川,24,127,5.11,200,,,,,○,,,,,,40,5.0,39,5.1,34,0.0,-1.0,37,22,7,4,4,0,0,0.15,1,0,0.15,0.17,+0.03,44,
5343,小林礼央,B1,広島,23,134,4.13,200,,,,,,,,,,,59,1.7,52,1.9,74,0.0,-2.1,6,2,1,1,2,0,0,0.16,0,0,0.16,,,0,
3812,山崎聖司,B1,東京,50,77,4.15,200,,,,,,,,,,,44,2.3,37,2.7,34,2.9,-2.3,15,10,3,0,2,0,0,0.17,1,0,0.17,0.20,+0.02,26,
4461,安田吉宏,B1,三重,40,101,4.51,200,,,,,,,,,,,37,8.1,39,0.0,34,0.0,2.0,18,10,2,2,3,1,0,0.16,0,0,0.16,,,0,
4112,大久保信,A2,佐賀,46,88,5.36,200,,,,,,,,,,,44,9.1,44,4.5,32,0.0,-0.1,37,18,6,5,6,2,0,0.17,1,0,0.16,0.20,+0.03,32,
5345,牧村俊輝,B1,愛知,23,134,3.44,200,,,,,,,,,,,44,2.3,40,0.0,61,0.0,0.8,7,4,0,1,0,1,1,0.19,0,0,0.19,,,0,
3831,安藤裕貴,B1,愛知,52,78,4.34,200,,,,,,,,,,,41,2.4,34,0.0,29,0.0,-2.1,22,10,2,8,1,1,0,0.15,0,0,0.15,,,0,
4245,高橋直哉,B1,東京,44,93,4.33,199,,,,,,,,,,,33,6.1,39,0.0,37,2.7,0.5,20,8,4,3,2,2,1,0.18,0,0,0.18,,,0,
5153,佐藤ほの,B1,東京,30,127,3.40,199,,,,,,,,,,,36,5.6,40,0.0,32,0.0,2.0,7,3,2,1,1,0,0,0.17,1,0,0.17,0.18,+0.01,56,
4270,岸本雄貴,B1,三重,44,94,4.95,199,,,,,,,,,,,43,7.0,35,0.0,30,0.0,1.2,25,17,3,3,2,0,0,0.17,1,0,0.17,0.21,+0.05,22,慎重型
3075,中村裕将,B1,埼玉,63,51,4.76,199,,,,,,,,,,,38,5.3,37,2.7,32,0.0,-0.1,21,9,0,5,3,4,0,0.13,0,0,0.13,,,0,
4051,清水敦揮,A2,岡山,45,85,6.70,199,,,,,,,,,,,35,8.6,37,0.0,29,3.4,-3.0,49,30,6,1,7,5,0,0.18,0,0,0.18,,,0,
4652,酒見峻介,B1,佐賀,41,108,4.82,199,,,,,,,,,,,43,2.3,33,3.0,34,2.9,-3.0,25,13,3,4,3,1,1,0.17,1,0,0.17,0.18,+0.01,81,
4034,西原明生,B1,香川,47,85,4.04,199,,,,,,,,,,,41,2.4,45,2.2,26,0.0,-0.2,14,9,2,1,2,0,0,0.20,1,0,0.20,0.22,+0.02,74,
3995,重野哲之,A2,静岡,47,83,6.33,199,,,,,○,,,,,,38,15.8,36,11.1,31,6.5,3.6,52,34,2,10,5,1,0,0.12,2,0,0.12,0.11,-0.01,41,候補
4031,飯島誠,B1,埼玉,48,85,4.85,199,,,,,○,,,,,,33,9.1,40,5.0,38,2.6,1.8,24,7,4,3,6,3,1,0.17,0,0,0.17,,,0,
4323,山田佑樹,B1,岡山,39,95,6.07,199,,,,,○,,,,,,37,8.1,40,7.5,39,0.0,-0.8,32,15,6,5,4,2,0,0.16,0,0,0.16,,,0,
4948,木場悠介,B1,長崎,33,119,5.54,199,,,,,○,,,,,,37,13.5,39,5.1,31,0.0,3.1,28,15,0,7,4,2,0,0.15,0,0,0.15,,,0,
4232,笠雅雄,B1,福岡,43,92,5.91,199,,,,,○,,,,,,37,13.5,43,11.6,32,0.0,5.1,33,8,3,12,5,4,1,0.17,0,0,0.17,,,0,
4945,上村宏太,B1,東京,34,119,4.20,198,,,,,,,,,,,41,12.2,51,0.0,32,0.0,5.8,14,2,3,2,6,1,0,0.18,0,0,0.18,,,0,
4653,小野達哉,A1,大阪,40,108,6.50,198,,,,,○,,,,,,32,12.5,35,11.4,32,0.0,-0.3,62,40,2,9,5,6,0,0.15,0,0,0.15,,,0,
5183,中野孝二,B1,三重,27,128,5.18,198,,,,,○,,,,,,37,10.8,39,5.1,39,0.0,3.1,22,12,1,5,4,0,0,0.16,2,0,0.15,0.18,+0.03,30,
3569,増田進,B1,東京,55,70,3.93,198,,,,,,,,,,,36,0.0,43,0.0,36,0.0,-3.0,14,7,5,1,0,0,1,0.18,2,0,0.18,0.22,+0.04,21,
4715,村上遼,A1,長崎,34,110,6.67,198,,,,,○,,,,,,36,13.9,35,14.3,34,2.9,2.2,58,24,7,11,11,5,0,0.14,2,0,0.13,0.15,+0.02,92,
3226,浦田信義,B1,東京,61,57,4.29,198,,,,,,,,壁強●,,,39,7.7,37,2.7,31,0.0,0.9,20,15,0,3,1,1,0,0.18,1,0,0.18,0.20,+0.02,34,
3580,水口由紀,B1,滋賀,53,70,4.36,198,,,,,,,,,,,39,2.6,38,2.6,28,0.0,-2.0,9,7,0,1,1,0,0,0.19,0,0,0.19,,,0,
5297,南彩寧,B1,兵庫,24,132,3.69,198,,,,,,,,,,,41,0.0,47,0.0,26,0.0,-1.6,10,6,2,1,0,1,0,0.21,0,0,0.21,,,0,
4352,下條雄太,A1,長崎,40,96,7.45,198,,,,,○,○,,,,,36,5.6,33,18.2,35,0.0,-5.2,60,35,5,5,10,3,2,0.14,2,0,0.14,0.15,+0.01,68,
4630,岩永雅人,A2,愛知,39,107,5.60,198,,,,,,○,,,,,41,2.4,33,0.0,44,2.3,-4.9,31,21,6,1,3,0,0,0.19,3,0,0.18,0.20,+0.02,108,
3860,松本浩貴,B1,埼玉,53,79,3.60,198,,,,,,,,,,,26,3.8,42,0.0,30,0.0,0.7,9,3,1,3,1,1,0,0.19,0,0,0.19,,,0,
3696,白井友晴,B1,埼玉,54,74,4.94,198,,,,,,○,,,,,38,0.0,41,2.4,31,0.0,-4.6,17,8,2,4,1,2,0,0.17,0,0,0.17,,,0,
