regno,course,n,r1,r2,r3
5132,4,44,12,21,3
5132,2,45,14,13,8
5132,6,33,1,7,7
5237,3,27,1,5,5
5237,5,24,3,3,3
5237,6,38,1,0,6
5237,2,19,3,6,3
5237,1,19,7,5,3
5237,4,25,0,4,6
3286,4,21,2,2,4
3286,1,22,9,6,4
3286,5,18,0,2,3
3286,3,25,1,4,4
3286,6,25,0,0,3
3286,2,23,3,2,3
5079,1,29,12,6,3
5079,3,42,2,6,13
5079,6,35,1,1,4
5079,2,36,6,9,8
5079,4,35,4,2,6
5079,5,35,2,4,7
5399,6,121,0,0,6
5399,5,8,0,0,0
5399,4,10,0,0,1
4709,2,37,10,10,3
4709,6,39,0,1,11
4709,4,33,2,9,12
4709,3,41,4,10,8
4709,1,44,20,10,4
4709,5,42,4,11,8
3637,4,31,3,7,5
3637,5,34,0,2,7
3637,3,36,2,8,4
3637,1,27,8,4,5
3637,2,36,3,5,4
3637,6,27,0,1,4
3202,3,37,4,5,3
3202,5,34,0,3,3
3202,6,33,1,3,2
3202,1,36,10,9,2
3202,4,33,1,6,5
3202,2,36,0,7,11
3900,5,41,4,8,12
3900,1,48,31,10,2
3900,3,47,7,9,14
3900,4,39,5,10,10
3900,2,38,6,15,8
3900,6,33,1,6,6
4276,1,47,29,5,3
4276,6,37,1,4,5
4276,4,40,9,7,6
4276,3,35,11,4,3
4276,2,40,7,7,8
4276,5,39,6,5,9
4047,6,29,0,0,1
4047,3,30,1,2,6
4047,2,36,0,3,13
4047,4,33,2,2,3
4047,1,26,15,6,2
4047,5,31,1,4,5
3627,1,41,19,14,2
3627,4,56,7,9,8
3627,6,9,2,0,0
3627,3,44,4,12,6
3627,2,44,1,9,11
3627,5,26,2,2,3
3793,3,22,0,5,3
3793,5,29,0,4,3
3793,1,24,8,5,5
3793,4,27,2,4,4
3793,6,33,0,0,2
3793,2,29,4,6,5
3539,5,31,0,0,4
3539,3,45,0,9,5
3539,2,49,3,12,7
3539,6,17,0,0,0
3539,4,51,2,3,7
3539,1,31,9,6,7
3838,2,32,6,8,3
3838,5,34,2,5,5
3838,1,29,11,10,4
3838,3,25,1,4,13
3838,6,32,0,3,5
3838,4,25,1,5,5
4025,4,31,7,5,10
4025,2,29,3,14,5
4025,5,30,2,8,8
4025,1,41,30,4,3
4025,3,35,10,8,9
4025,6,22,2,3,3
4120,3,44,5,12,9
4120,1,55,40,11,2
4120,5,42,2,7,11
4120,2,41,6,18,7
4120,6,37,0,3,5
4120,4,52,4,14,13
3752,6,33,0,1,3
3752,1,27,8,5,5
3752,4,34,1,5,3
3752,5,34,1,2,7
3752,2,36,3,6,7
3752,3,33,2,5,5
4856,1,64,46,7,4
4856,4,48,10,9,8
4856,5,51,7,7,13
4856,2,49,12,18,7
4856,3,49,9,17,10
4856,6,44,2,6,12
4244,4,23,1,1,1
4244,2,28,2,4,4
4244,6,21,0,0,1
4244,5,29,0,3,2
4244,3,25,0,3,4
4244,1,18,8,3,2
4301,1,25,8,8,3
4301,3,30,0,5,6
4301,5,33,3,4,8
4301,4,38,3,3,7
4301,2,34,0,6,7
4301,6,8,0,0,1
4759,2,35,7,9,8
4759,5,33,1,10,10
4759,3,47,8,14,11
4759,4,37,3,17,8
4759,1,49,39,2,5
4759,6,41,0,6,11
5300,3,38,2,1,1
5300,2,26,0,2,1
5300,4,30,0,1,1
5300,1,18,2,1,0
5300,6,29,0,1,2
5300,5,33,0,1,2
4919,1,18,5,4,2
4919,3,26,3,4,5
4919,5,26,1,5,6
4919,6,33,0,3,7
4919,4,23,0,1,10
4919,2,22,2,4,4
3988,1,50,33,11,3
3988,2,39,4,10,10
3988,6,39,0,2,9
3988,4,42,6,12,4
3988,3,48,10,12,10
3988,5,42,2,7,11
3176,2,22,3,3,6
3176,1,21,7,5,1
3176,4,16,2,3,4
3176,3,22,0,3,6
3176,5,22,0,1,4
3176,6,21,1,0,1
5257,1,60,38,6,7
5257,4,41,10,7,7
5257,3,43,7,11,10
5257,6,33,1,4,7
5257,5,47,6,6,9
5257,2,46,8,16,11
4407,2,42,5,10,9
4407,4,42,2,9,11
4407,1,35,14,13,2
4407,6,34,0,1,5
4407,5,36,0,3,9
4407,3,42,0,6,11
3814,4,36,2,4,8
3814,2,41,4,13,8
3814,5,41,1,2,9
3814,3,38,1,12,3
3814,6,28,0,1,2
3814,1,30,10,6,5
4439,3,38,2,11,6
4439,1,26,7,9,2
4439,6,34,0,0,2
4439,5,32,0,2,5
4439,2,35,0,6,4
4439,4,29,1,1,4
4669,5,37,0,2,7
4669,1,22,8,8,5
4669,2,36,1,7,12
4669,3,43,4,6,8
4669,4,32,2,3,5
4669,6,24,0,1,3
5410,6,119,1,2,2
5410,5,5,0,0,0
4246,4,37,1,6,6
4246,3,38,1,8,8
4246,1,30,6,6,5
4246,5,36,0,4,5
4246,2,35,3,8,9
4246,6,25,0,0,1
5177,2,40,5,6,11
5177,6,29,0,1,4
5177,5,40,0,4,10
5177,3,43,1,9,3
5177,1,24,6,5,5
5177,4,37,0,2,10
4520,6,32,2,2,4
4520,1,33,16,6,6
4520,4,38,6,5,9
4520,2,38,5,11,7
4520,3,42,10,12,6
4520,5,37,4,2,8
3852,1,29,14,3,4
3852,5,34,2,4,5
3852,3,27,2,3,4
3852,4,31,2,6,3
3852,2,32,1,3,6
3852,6,30,1,3,5
3973,3,34,4,8,5
3973,6,37,1,2,7
3973,4,41,2,3,3
3973,1,34,9,9,6
3973,2,45,2,7,9
3973,5,35,1,2,8
4211,5,34,2,2,3
4211,3,39,1,6,7
4211,1,29,6,6,7
4211,6,37,0,1,4
4211,2,26,1,4,7
4211,4,25,1,1,6
3473,1,112,54,22,12
3473,2,163,25,38,32
3473,3,9,0,2,3
4976,6,22,0,2,3
4976,5,30,1,4,8
4976,2,28,5,5,5
4976,3,29,5,5,5
4976,1,25,8,6,8
4976,4,30,2,5,6
3686,4,41,5,7,8
3686,6,38,0,6,9
3686,1,50,34,8,2
3686,2,40,4,10,12
3686,3,48,8,10,11
3686,5,46,4,8,12
4146,2,43,2,11,11
4146,5,43,4,5,8
4146,3,46,3,7,14
4146,4,38,4,4,8
4146,1,37,20,11,1
4146,6,33,1,3,6
5151,3,41,1,5,11
5151,5,32,0,1,5
5151,4,31,0,1,3
5151,2,37,2,6,6
5151,1,21,5,6,5
5151,6,29,2,1,1
3692,5,26,0,3,3
3692,1,32,10,8,8
3692,2,28,2,8,4
3692,6,32,0,0,7
3692,3,35,3,8,9
3692,4,31,1,2,8
4926,2,28,11,5,9
4926,6,25,5,4,4
4926,1,44,38,1,2
4926,4,30,11,8,4
4926,3,30,5,14,3
4926,5,27,9,5,8
4697,1,29,11,3,2
4697,4,32,0,4,3
4697,3,38,2,8,7
4697,6,28,0,2,2
4697,5,36,0,7,5
4697,2,33,0,4,8
4452,6,38,1,3,4
4452,2,42,6,10,4
4452,4,38,1,7,12
4452,5,43,1,7,8
4452,1,50,25,15,3
4452,3,37,6,7,8
5333,4,30,2,2,3
5333,5,28,3,7,2
5333,6,25,1,0,3
5333,3,26,2,4,4
5333,1,13,9,2,1
5333,2,25,4,1,0
3801,5,26,0,6,1
3801,2,22,1,3,6
3801,1,20,10,2,1
3801,6,17,1,2,1
3801,3,23,4,5,2
3801,4,19,3,4,3
3965,3,41,5,16,7
3965,6,39,1,2,7
3965,2,43,8,13,7
3965,1,48,28,10,4
3965,5,34,2,6,8
3965,4,48,13,13,7
4730,3,29,6,6,4
4730,1,28,12,2,5
4730,4,39,4,4,9
4730,6,20,0,1,5
4730,2,35,6,9,4
4730,5,24,1,3,3
4002,1,58,37,12,4
4002,4,45,10,10,8
4002,3,43,10,9,7
4002,5,43,3,9,7
4002,2,40,5,13,13
4002,6,25,0,1,14
4306,6,27,0,1,1
4306,3,28,0,5,9
4306,1,31,9,8,6
4306,2,27,6,2,7
4306,4,31,1,7,7
4306,5,29,1,3,10
4268,4,26,0,1,4
4268,3,25,1,3,3
4268,2,22,0,3,4
4268,5,25,1,1,5
4268,1,14,2,1,3
4268,6,20,0,1,1
3976,5,35,1,4,3
3976,3,39,3,6,8
3976,4,40,2,4,5
3976,2,34,3,5,2
3976,1,28,10,3,3
3976,6,27,0,0,0
4432,3,40,3,7,16
4432,6,32,0,3,2
4432,4,37,2,7,8
4432,1,45,21,10,4
4432,5,49,2,5,13
4432,2,34,0,5,13
4113,1,38,18,5,6
4113,5,37,3,3,8
4113,6,28,0,3,3
4113,4,39,5,7,10
4113,3,33,3,4,8
4113,2,36,8,7,3
3959,5,47,10,9,12
3959,3,36,10,10,9
3959,6,32,0,3,6
3959,2,38,8,13,9
3959,4,36,6,8,8
3959,1,54,36,11,2
5305,2,29,0,1,1
5305,5,32,0,1,2
5305,4,27,0,0,4
5305,6,25,0,0,0
5305,1,16,2,2,2
5305,3,29,1,2,3
3961,2,35,8,11,6
3961,4,24,2,7,7
3961,3,26,5,4,9
3961,6,31,2,6,10
3961,1,40,30,5,2
3961,5,32,3,6,11
4415,3,35,7,10,6
4415,5,39,7,6,3
4415,6,48,5,7,4
4415,2,39,6,8,9
4415,1,47,34,5,3
4415,4,36,4,9,6
3832,4,17,0,4,1
3832,2,25,1,6,6
3832,6,25,0,0,2
3832,3,26,2,3,5
3832,1,16,1,4,1
3832,5,17,1,0,3
4618,5,37,2,6,9
4618,2,33,4,12,2
4618,6,31,1,1,8
4618,3,30,2,7,6
4618,1,26,11,2,4
4618,4,34,3,7,8
3960,4,54,10,16,5
3960,1,57,38,8,3
3960,3,39,7,9,5
3960,5,42,4,7,11
3960,2,39,8,13,5
3960,6,29,0,3,2
5180,2,15,0,2,0
5180,4,17,1,1,2
5180,5,15,0,1,4
5180,3,11,0,0,2
5180,6,13,0,1,0
5180,1,8,1,2,1
4071,4,28,0,3,4
4071,5,33,1,2,1
4071,3,24,4,2,7
4071,1,21,8,5,1
4071,2,30,0,9,9
4071,6,15,0,1,3
4706,2,36,7,12,6
4706,5,48,4,9,9
4706,1,54,30,10,6
4706,4,45,6,9,9
4706,3,43,10,8,7
4706,6,38,0,4,3
3489,1,54,35,9,2
3489,4,57,4,12,12
3489,3,50,3,13,15
3489,5,36,2,2,13
3489,2,47,4,21,9
3489,6,37,1,2,5
5351,6,39,1,1,7
5351,5,34,2,7,7
5351,4,30,1,3,3
5351,3,20,2,6,1
5351,1,18,9,3,2
5351,2,31,2,8,3
4201,5,32,2,4,7
4201,3,24,1,3,1
4201,2,27,1,2,7
4201,1,23,8,2,2
4201,4,24,4,1,2
4201,6,27,0,2,2
3519,2,25,2,6,4
3519,4,34,2,2,9
3519,3,33,1,5,4
3519,1,25,6,5,6
3519,5,31,1,2,3
3519,6,31,0,0,5
4383,1,46,21,18,3
4383,5,38,1,4,8
4383,3,36,5,9,8
4383,2,35,5,5,10
4383,4,42,6,10,12
4383,6,29,1,2,3
4272,4,32,2,6,9
4272,1,24,8,8,2
4272,3,37,2,7,6
4272,2,29,3,8,5
4272,6,28,0,2,4
4272,5,31,1,1,7
4563,3,36,5,3,2
4563,2,32,2,5,5
4563,4,35,1,2,5
4563,5,32,0,2,5
4563,1,20,13,1,2
4563,6,22,0,0,0
5384,6,105,2,0,3
5384,3,9,0,0,0
5384,5,27,1,0,2
5384,4,23,0,0,0
5384,1,1,0,0,0
5384,2,1,0,0,0
4057,4,55,6,13,10
4057,1,47,28,14,3
4057,3,46,4,16,11
4057,6,36,0,3,4
4057,2,48,7,18,9
4057,5,34,2,5,5
4351,2,35,6,9,10
4351,5,37,5,9,9
4351,3,51,20,15,6
4351,1,79,52,10,7
4351,4,42,10,7,12
4351,6,48,3,6,12
4016,1,28,7,8,8
4016,3,30,1,7,8
4016,5,35,4,3,4
4016,2,34,3,9,6
4016,6,27,1,3,2
4016,4,37,4,7,8
5388,5,31,2,2,8
5388,4,39,5,8,6
5388,6,78,2,5,13
5388,3,2,0,1,0
3910,6,29,1,1,4
3910,3,36,4,4,6
3910,2,42,3,3,6
3910,4,27,3,0,5
3910,5,39,1,4,2
3910,1,28,10,3,4
3441,3,37,1,6,9
3441,1,31,7,11,0
3441,5,41,0,4,9
3441,2,37,3,12,10
3441,4,48,1,5,16
3441,6,16,0,1,2
3984,1,63,46,11,2
3984,3,46,9,12,11
3984,5,43,5,5,14
3984,4,45,4,8,11
3984,6,33,1,0,7
3984,2,44,4,14,12
4665,5,41,0,3,6
4665,2,35,1,2,7
4665,1,24,4,10,2
4665,3,41,2,5,8
4665,4,40,2,4,9
4665,6,27,0,2,3
4672,4,37,3,5,7
4672,2,40,3,10,7
4672,6,30,1,3,3
4672,5,42,1,3,5
4672,3,34,3,8,4
4672,1,26,2,8,6
4034,3,41,1,4,6
4034,1,25,11,8,2
4034,5,42,1,5,3
4034,6,23,0,0,1
4034,2,39,1,4,8
4034,4,39,2,4,5
5278,2,45,8,13,7
5278,4,45,10,10,6
5278,5,40,9,10,7
5278,3,40,14,8,12
5278,1,62,54,3,2
5278,6,41,6,12,6
3352,6,193,3,18,55
3352,5,6,0,0,2
4584,1,53,31,14,4
4584,4,38,2,8,15
4584,5,38,3,10,10
4584,2,33,7,12,4
4584,3,32,8,10,4
4584,6,36,1,6,11
3843,2,40,2,11,9
3843,6,31,0,0,3
3843,5,38,2,3,7
3843,3,36,5,8,5
3843,1,35,16,9,4
3843,4,38,6,3,4
4339,4,34,0,3,14
4339,2,35,1,7,2
4339,5,37,0,2,3
4339,3,31,1,1,7
4339,1,30,9,5,1
4339,6,26,0,1,3
3850,3,43,4,6,10
3850,4,42,3,9,5
3850,1,29,17,5,1
3850,2,42,3,9,7
3850,5,45,3,6,9
3850,6,27,1,0,7
3339,5,35,0,4,2
3339,2,36,1,7,10
3339,1,30,7,9,0
3339,4,30,3,7,6
3339,3,32,5,6,3
3339,6,27,1,4,3
4231,6,33,0,1,8
4231,2,48,11,11,9
4231,1,44,17,11,7
4231,4,47,7,4,11
4231,5,42,3,5,8
4231,3,42,5,5,14
3655,1,51,26,12,8
3655,4,43,0,4,12
3655,6,25,0,0,4
3655,2,47,0,13,16
3655,3,41,3,9,11
3655,5,43,3,8,7
3070,2,40,6,9,5
3070,3,33,1,6,5
3070,4,26,2,6,6
3070,1,21,11,5,1
3070,5,3,0,0,1
3070,6,1,0,0,0
4852,3,47,11,17,9
4852,2,39,15,5,10
4852,5,43,10,4,11
4852,1,68,53,8,3
4852,4,44,12,8,11
4852,6,39,2,4,16
4259,4,41,2,4,11
4259,2,50,8,12,11
4259,5,42,2,9,7
4259,1,50,33,8,4
4259,6,36,1,1,9
4259,3,43,5,12,9
5398,6,82,2,0,8
5398,5,42,0,5,9
5398,4,36,1,3,5
5398,3,13,0,1,3
5398,2,17,2,2,2
5398,1,8,3,2,0
3893,5,35,1,1,7
3893,1,30,14,9,2
3893,2,35,5,6,8
3893,3,42,7,10,8
3893,6,31,0,1,4
3893,4,36,1,2,10
4227,5,44,3,6,9
4227,3,37,5,9,5
4227,1,48,35,4,5
4227,4,42,4,9,11
4227,2,43,3,12,9
4227,6,31,0,1,6
5090,6,32,0,2,4
5090,5,32,4,5,6
5090,2,28,5,2,9
5090,1,25,15,4,3
5090,3,30,8,5,8
5090,4,29,3,3,6
4626,4,33,0,5,6
4626,3,32,6,5,5
4626,1,26,11,4,1
4626,5,32,3,5,7
4626,2,37,4,6,8
4626,6,26,0,1,4
4403,1,37,26,5,1
4403,5,39,2,9,13
4403,3,42,2,16,5
4403,6,27,0,1,6
4403,2,42,12,16,6
4403,4,42,7,9,6
3933,2,100,15,26,11
3933,1,33,10,9,3
3933,3,77,7,20,15
3933,4,19,0,1,7
3933,5,1,0,0,0
5221,3,46,12,11,6
5221,6,43,3,3,10
5221,1,60,43,4,2
5221,4,43,6,9,10
5221,2,40,11,9,8
5221,5,36,3,10,9
5160,1,40,24,9,2
5160,4,42,4,8,8
5160,2,43,7,11,6
5160,5,41,2,6,14
5160,3,44,10,10,13
5160,6,39,0,2,4
4073,2,42,5,16,10
4073,6,39,1,8,6
4073,4,44,8,10,7
4073,1,54,36,10,2
4073,3,47,8,17,11
4073,5,46,5,4,15
5420,6,109,0,0,2
5420,5,14,0,0,2
5420,4,6,0,0,1
5037,5,33,2,4,6
5037,6,39,2,4,4
5037,2,29,9,8,5
5037,4,26,3,8,6
5037,1,26,9,4,5
5037,3,30,5,11,3
4209,4,33,2,8,10
4209,2,43,3,14,7
4209,6,30,0,0,9
4209,3,40,7,10,7
4209,1,44,19,8,6
4209,5,45,4,3,9
4236,3,37,10,13,8
4236,1,80,64,9,5
4236,4,49,9,15,13
4236,5,48,7,9,20
4236,2,46,8,17,8
4236,6,29,2,5,8
5325,5,42,1,7,9
5325,4,44,2,5,9
5325,6,43,0,1,7
5325,3,27,2,5,10
5325,1,24,10,6,2
5325,2,27,5,8,6
4428,4,37,7,8,4
4428,3,43,5,15,7
4428,1,44,33,4,5
4428,2,43,9,14,6
4428,6,36,1,7,4
4428,5,34,1,5,8
5018,5,53,4,15,8
5018,1,67,53,10,2
5018,4,46,4,6,16
5018,3,47,9,13,11
5018,2,48,11,14,10
5018,6,29,1,2,8
5076,3,33,7,3,10
5076,2,41,5,13,7
5076,1,23,13,3,1
5076,5,30,3,4,5
5076,4,32,3,7,5
5076,6,32,0,1,6
5070,2,32,2,8,5
5070,5,24,0,1,3
5070,6,24,0,1,0
5070,3,34,1,7,5
5070,1,21,7,3,3
5070,4,25,2,2,6
5098,1,26,9,3,9
5098,4,43,11,6,7
5098,5,38,1,2,7
5098,2,38,2,9,12
5098,3,40,5,8,8
5098,6,26,0,2,3
5352,6,45,0,2,5
5352,5,42,3,8,5
5352,4,38,4,7,4
5352,3,26,6,5,4
5352,1,22,9,4,1
5352,2,32,2,5,7
5130,5,33,1,2,8
5130,4,36,3,3,7
5130,6,38,0,1,7
5130,3,45,0,7,12
5130,1,32,11,4,4
5130,2,36,0,12,9
5318,4,30,2,0,4
5318,3,39,1,4,5
5318,5,33,1,3,3
5318,6,41,0,2,1
5318,2,27,0,1,3
5318,1,18,5,5,0
5089,1,57,41,8,4
5089,4,36,6,11,11
5089,5,37,2,12,11
5089,3,40,6,19,8
5089,2,37,9,12,7
5089,6,27,0,5,3
5246,3,31,5,10,5
5246,6,35,1,5,6
5246,2,30,5,7,5
5246,4,24,3,6,3
5246,5,30,2,6,3
5246,1,27,12,2,3
5157,5,41,3,2,5
5157,2,40,3,8,5
5157,3,38,4,5,6
5157,4,35,0,4,8
5157,6,35,0,2,2
5157,1,35,17,10,1
5337,4,51,5,8,13
5337,6,77,2,8,6
5337,5,61,4,12,7
5337,3,1,0,0,0
5364,6,89,0,2,1
5364,5,40,2,1,4
5364,4,32,0,1,3
5282,2,33,4,4,5
5282,3,33,2,9,5
5282,6,30,0,3,6
5282,4,31,3,2,8
5282,1,25,12,3,1
5282,5,35,2,4,12
5081,1,45,22,8,4
5081,4,36,5,7,11
5081,3,31,3,7,9
5081,6,28,0,4,5
5081,5,34,1,4,12
5081,2,37,8,12,4
5058,5,53,7,7,13
5058,2,51,12,18,11
5058,1,53,48,0,1
5058,3,37,13,10,5
5058,4,42,7,10,10
5058,6,36,2,3,14
5289,4,39,6,4,11
5289,2,41,3,16,5
5289,1,30,19,4,4
5289,5,32,2,7,10
5289,3,35,1,12,7
5289,6,34,1,5,4
5232,2,31,3,5,7
5232,5,32,4,4,5
5232,1,24,11,3,5
5232,4,29,2,4,3
5232,3,29,1,9,5
5232,6,23,0,0,5
5385,3,1,0,0,0
5385,6,86,0,3,3
5385,5,39,1,1,5
5385,4,33,0,2,5
5385,2,1,0,0,0
5114,3,49,8,10,14
5114,2,50,7,17,8
5114,1,53,30,11,3
5114,5,36,2,6,5
5114,6,48,1,2,13
5114,4,38,6,6,7
5082,5,37,1,7,10
5082,3,48,4,14,8
5082,2,46,2,12,13
5082,1,30,14,4,7
5082,4,42,6,9,9
5082,6,38,2,7,5
5136,2,42,9,9,4
5136,6,41,0,5,10
5136,3,48,8,10,11
5136,1,52,34,11,3
5136,4,38,7,6,8
5136,5,37,3,6,9
5328,6,25,0,1,5
5328,4,26,1,0,6
5328,5,29,0,3,5
5328,3,19,1,3,4
5328,2,22,2,3,3
5328,1,13,3,1,1
5302,4,24,0,3,2
5302,6,25,0,0,2
5302,3,35,1,8,3
5302,2,29,0,4,5
5302,1,20,8,4,2
5302,5,33,1,0,9
5139,1,42,28,5,3
5139,4,39,7,10,6
5139,2,40,11,13,6
5139,3,50,9,13,11
5139,6,25,2,5,3
5139,5,39,3,8,9
5142,3,43,11,11,15
5142,4,40,6,15,8
5142,2,47,11,16,8
5142,1,58,44,7,2
5142,5,40,4,14,7
5142,6,25,1,0,8
5256,5,43,0,11,14
5256,2,38,8,11,6
5256,1,58,45,4,4
5256,4,45,14,6,5
5256,6,34,2,5,9
5256,3,43,6,14,8
5338,6,54,0,2,5
5338,5,42,0,2,10
5338,4,45,2,5,5
5338,3,15,3,2,2
5338,2,15,1,5,4
5338,1,9,3,1,1
5332,4,33,2,4,2
5332,5,33,2,2,3
5332,3,29,1,4,8
5332,1,23,9,4,3
5332,6,34,0,0,2
5332,2,25,0,5,6
4980,3,45,9,12,9
4980,2,38,9,12,6
4980,1,55,43,9,2
4980,4,40,7,15,7
4980,5,40,7,8,5
4980,6,43,2,5,9
5073,1,37,16,10,4
5073,4,33,5,8,4
5073,6,34,0,1,12
5073,3,39,2,6,8
5073,5,33,1,3,7
5073,2,41,9,9,9
5150,2,42,12,11,8
5150,6,30,1,3,10
5150,4,42,11,8,6
5150,1,44,27,9,5
5150,3,32,6,5,5
5150,5,38,5,7,12
5292,5,32,0,4,6
5292,3,39,4,6,11
5292,1,22,5,5,4
5292,2,39,3,3,4
5292,4,26,1,2,2
5292,6,29,0,0,2
5345,6,58,1,1,2
5345,4,34,0,1,2
5345,5,34,0,1,1
5345,3,19,1,1,1
5345,2,17,0,2,2
5345,1,11,1,2,3
5102,1,30,17,4,1
5102,4,37,0,5,9
5102,5,35,2,5,6
5102,2,41,3,11,4
5102,3,41,7,9,7
5102,6,31,0,1,4
4910,4,45,5,19,4
4910,1,62,51,7,1
4910,2,42,4,20,8
4910,5,38,9,8,7
4910,3,41,12,13,6
4910,6,31,1,3,8
5307,3,35,5,7,9
5307,5,41,1,7,7
5307,2,38,2,9,11
5307,1,26,13,5,2
5307,6,26,2,1,2
5307,4,28,1,1,4
5319,4,23,5,5,3
5319,3,24,3,3,7
5319,2,27,6,6,3
5319,1,24,11,2,7
5319,5,28,2,3,7
5319,6,29,2,1,5
5112,1,52,38,7,2
5112,5,36,4,7,13
5112,2,45,12,19,5
5112,3,44,10,15,7
5112,4,42,6,6,13
5112,6,35,2,2,5
5093,5,36,0,5,6
5093,2,35,4,11,8
5093,4,29,2,5,6
5093,3,41,2,9,7
5093,1,39,22,6,3
5093,6,35,0,5,2
5229,1,45,26,2,9
5229,4,40,6,6,6
5229,6,43,1,6,5
5229,2,45,6,13,7
5229,5,42,2,8,10
5229,3,42,5,9,9
5074,3,28,0,2,9
5074,1,27,14,5,2
5074,5,36,2,5,8
5074,4,29,1,3,4
5074,2,29,1,6,2
5074,6,31,0,2,1
5216,5,35,5,7,7
5216,2,40,8,12,7
5216,1,52,33,7,2
5216,3,54,15,12,11
5216,6,32,0,2,7
5216,4,42,3,8,9
5197,1,16,9,3,2
5197,4,20,6,3,6
5197,2,16,5,2,2
5197,3,17,6,3,4
5197,6,33,1,3,7
5197,5,14,2,2,3
5206,5,23,1,2,4
5206,3,25,2,5,4
5206,6,26,0,0,2
5206,1,18,4,2,3
5206,4,24,3,4,3
5206,2,28,1,8,3
5283,4,21,1,0,1
5283,6,26,0,0,0
5283,5,22,3,0,3
5283,2,23,0,0,2
5283,3,23,0,2,3
5283,1,11,3,0,1
4726,5,11,0,2,0
4726,2,16,1,5,2
4726,4,12,2,1,3
4726,1,9,2,1,2
4726,3,16,2,3,3
4726,6,7,0,0,1
4987,2,30,1,4,6
4987,3,40,2,4,5
4987,6,29,0,0,3
4987,4,36,0,6,7
4987,1,25,10,2,4
4987,5,27,0,2,3
4275,3,22,0,1,5
4275,2,23,0,3,6
4275,5,25,0,1,3
4275,1,21,3,4,3
4275,6,18,0,0,0
4275,4,19,0,3,1
3778,1,19,3,3,2
3778,5,30,0,0,2
3778,2,28,0,2,4
3778,3,25,0,6,2
3778,4,23,2,3,1
3778,6,17,0,0,0
5390,6,92,0,1,2
5390,5,28,0,2,2
5390,4,14,1,0,0
5213,4,43,4,5,11
5213,1,35,22,8,3
5213,3,42,6,11,7
5213,6,34,0,1,3
5213,2,37,5,15,5
5213,5,38,1,3,7
3474,1,33,9,11,4
3474,4,35,2,3,5
3474,3,40,1,11,6
3474,6,32,0,2,3
3474,2,40,6,11,5
3474,5,34,0,3,8
5320,5,31,0,0,2
5320,3,35,1,3,5
5320,4,31,1,2,2
5320,6,23,0,2,2
5320,2,28,1,2,0
5320,1,23,2,2,3
4738,2,42,11,5,7
4738,3,51,7,20,9
4738,1,56,43,5,4
4738,5,46,1,5,7
4738,4,42,3,8,11
4738,6,39,0,1,6
5231,3,36,3,6,8
5231,6,25,0,1,2
5231,1,31,19,4,2
5231,4,31,4,6,5
5231,2,34,6,12,6
5231,5,29,1,3,7
5346,6,54,0,0,1
5346,5,47,0,2,5
5346,4,36,0,1,6
5346,3,6,0,0,2
5346,1,4,0,1,1
5346,2,4,0,0,0
4482,3,43,6,5,6
4482,2,41,7,13,11
4482,6,30,2,2,7
4482,4,46,8,10,9
4482,1,55,39,6,3
4482,5,40,5,5,5
4984,1,27,12,4,1
4984,4,25,2,2,6
4984,2,29,2,10,3
4984,3,32,4,7,5
4984,6,40,2,7,8
4984,5,22,0,0,11
5360,4,30,0,2,2
5360,5,32,0,2,3
5360,6,49,0,2,3
5360,3,18,0,4,5
5360,2,16,0,1,3
5360,1,9,4,0,1
4758,5,20,2,4,6
4758,1,17,12,2,1
4758,4,16,0,3,7
4758,2,17,3,8,1
4758,6,17,0,0,1
4758,3,15,4,5,2
4680,2,40,4,9,14
4680,6,23,1,2,6
4680,3,41,2,12,8
4680,5,43,1,8,9
4680,4,33,1,13,6
4680,1,36,12,8,6
4414,5,27,1,2,1
4414,2,31,4,6,6
4414,1,23,8,7,1
4414,4,31,3,2,5
4414,3,36,2,10,4
4414,6,20,1,0,0
4373,3,43,6,11,12
4373,6,38,0,4,10
4373,2,37,6,17,9
4373,1,62,34,14,8
4373,4,45,4,10,14
4373,5,29,0,4,6
4947,1,24,9,2,7
4947,4,35,0,2,7
4947,5,31,0,3,8
4947,2,38,2,9,10
4947,3,38,3,8,5
4947,6,29,0,3,5
3580,2,35,0,7,7
3580,3,37,1,10,5
3580,5,37,1,4,5
3580,1,31,10,8,5
3580,4,36,1,3,7
3580,6,25,0,1,2
4900,4,35,5,5,4
4900,1,43,30,5,4
4900,2,37,5,6,6
4900,3,41,2,17,7
4900,6,34,0,3,7
4900,5,33,2,3,7
5391,6,83,0,0,2
5391,5,31,0,0,0
5391,4,25,0,2,1
4065,1,28,12,8,2
4065,4,37,2,10,4
4065,5,28,2,5,3
4065,3,32,3,9,4
4065,2,28,6,6,2
4065,6,25,0,1,5
5113,2,19,0,3,3
5113,4,18,0,0,1
5113,1,15,3,2,6
5113,5,22,0,0,4
5113,3,15,0,0,2
5113,6,11,0,0,0
4546,4,31,2,11,5
4546,1,41,27,8,0
4546,5,32,1,6,10
4546,2,31,6,7,6
4546,3,32,11,7,5
4546,6,22,1,6,5
5248,3,33,4,6,11
5248,1,22,3,3,5
5248,5,40,4,4,7
5248,4,25,1,3,3
5248,2,32,3,8,11
5248,6,36,0,5,4
5370,6,67,0,0,0
5370,4,22,0,1,0
5370,5,24,0,0,0
4590,6,38,1,7,8
4590,3,43,7,12,10
4590,4,38,4,8,13
