date,race,rname,fixed,day_n,title,wdir,wspd,wave,kimarite,combo,payout,ninki,win_boat,win_course,g1,exp,inwin,resid
2025-10-14,10,予選特賞,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-3-6,14490,28,1,1,A2,0.6047,1,0.3953
2025-10-14,11,予選特選,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,2,1,逃げ,1-2-5,770,2,1,1,A1,0.7472,1,0.2528
2025-10-14,12,発祥地選抜,0,1,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,1,1,まくり差し,3-1-4,11080,36,3,3,A1,0.794,0,-0.794
2025-10-15,1,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,まくり差し,4-3-6,25110,68,4,4,B1,0.5366,0,-0.5366
2025-10-15,2,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,まくり差し,4-6-3,3050,13,4,4,B1,0.5012,0,-0.5012
2025-10-15,3,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,まくり,2-3-5,3930,15,2,2,B1,0.4415,0,-0.4415
2025-10-15,4,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,逃げ,1-3-2,620,2,1,1,A2,0.5725,1,0.4275
2025-10-15,5,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,逃げ,1-2-4,7160,21,1,1,A2,0.6349,1,0.3651
2025-10-15,6,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,逃げ,1-4-6,109920,87,1,1,B1,0.5019,1,0.4981
2025-10-15,7,予選,1,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,,0,1,まくり,4-6-3,3340,14,4,4,A2,0.492,0,-0.492
2025-10-15,8,予選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,2,1,逃げ,1-6-2,920,3,1,1,A1,0.5396,1,0.4604
2025-10-15,9,予選特賞,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-3-2,640,1,1,1,A1,0.6955,1,0.3045
2025-10-15,10,予選特賞,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,1,1,まくり,4-5-1,1690,8,4,4,A2,0.3347,0,-0.3347
2025-10-15,11,予選特選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,抜き,3-2-1,11730,33,3,3,A1,0.6677,0,-0.6677
2025-10-15,12,予選特選,0,2,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-3-5,550,1,1,1,A1,0.6677,1,0.3323
2025-10-16,1,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,逃げ,1-5-3,890,3,1,1,B1,0.5901,1,0.4099
2025-10-16,2,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,恵まれ,2-6-1,16010,34,2,2,B1,0.4303,0,-0.4303
2025-10-16,3,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,差し,3-5-1,11460,37,3,3,A2,0.5452,0,-0.5452
2025-10-16,4,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,まくり,2-6-4,2700,11,2,3,B1,0.478,0,-0.478
2025-10-16,5,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,逃げ,1-2-3,1700,6,1,1,B1,0.5815,1,0.4185
2025-10-16,6,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北,2,1,まくり,2-4-3,29550,43,2,2,A1,0.7296,0,-0.7296
2025-10-16,7,予選,1,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北,2,1,逃げ,1-3-6,870,3,1,1,A2,0.6429,1,0.3571
2025-10-16,8,予選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,2,1,逃げ,1-3-2,390,1,1,1,A2,0.6718,1,0.3282
2025-10-16,9,予選特賞,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,逃げ,1-3-4,900,2,1,1,A2,0.6399,1,0.3601
2025-10-16,10,予選特選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北西,1,1,逃げ,1-3-2,890,2,1,1,A2,0.6559,1,0.3441
2025-10-16,11,予選特選,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北,2,1,逃げ,1-2-3,670,1,1,1,A1,0.5154,1,0.4846
2025-10-16,12,一般特賞,0,3,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北,5,4,逃げ,1-6-3,10120,20,1,1,A1,0.7825,1,0.2175
2025-10-17,1,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,逃げ,1-4-5,1010,3,1,1,B1,0.5134,1,0.4866
2025-10-17,2,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,差し,2-1-5,1810,7,2,2,B1,0.5314,0,-0.5314
2025-10-17,3,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,2,1,まくり差し,5-3-2,45920,59,5,5,A1,0.7094,0,-0.7094
2025-10-17,4,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,2,1,逃げ,1-2-4,1970,8,1,1,A2,0.6399,1,0.3601
2025-10-17,5,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,西,1,1,まくり,4-5-6,3970,15,4,4,A2,0.622,0,-0.622
2025-10-17,6,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,2,1,逃げ,1-2-4,1010,3,1,1,A1,0.5582,1,0.4418
2025-10-17,7,一般,1,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南西,1,1,逃げ,1-3-2,320,1,1,1,A1,0.5154,1,0.4846
2025-10-17,8,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,まくり差し,6-1-3,18160,41,6,6,A2,0.5868,0,-0.5868
2025-10-17,9,準優勝戦,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-5-4,2850,15,1,1,A2,0.6718,1,0.3282
2025-10-17,10,準優勝戦,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北東,1,1,逃げ,1-3-2,860,3,1,1,A2,0.6429,1,0.3571
2025-10-17,11,準優勝戦,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,1,1,逃げ,1-4-6,3460,14,1,1,A1,0.7472,1,0.2528
2025-10-17,12,一般,0,4,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,東,1,1,まくり,3-5-4,2920,9,3,3,B1,0.5384,0,-0.5384
2025-10-18,1,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,,0,1,逃げ,1-2-5,2420,9,1,1,B1,0.6262,1,0.3738
2025-10-18,2,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,まくり差し,4-2-3,8080,30,4,4,A2,0.3347,0,-0.3347
2025-10-18,3,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,1,1,逃げ,1-5-4,1170,4,1,1,B1,0.4215,1,0.5785
2025-10-18,4,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,1,1,逃げ,1-3-4,1930,11,1,1,A1,0.5396,1,0.4604
2025-10-18,5,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,1,1,逃げ,1-2-3,650,2,1,1,A1,0.6538,1,0.3462
2025-10-18,6,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,1,1,逃げ,1-5-2,680,2,1,1,A2,0.6578,1,0.3422
2025-10-18,7,一般,1,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南,1,1,逃げ,1-2-6,470,1,1,1,A1,0.6677,1,0.3323
2025-10-18,8,一般,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,まくり差し,3-4-1,16010,43,3,3,A2,0.5452,0,-0.5452
2025-10-18,9,一般特選,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北東,1,1,逃げ,1-6-5,3210,11,1,1,A1,0.7154,1,0.2846
2025-10-18,10,特別選抜戦,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,北東,1,1,まくり差し,3-1-5,4120,12,3,3,B1,0.6038,0,-0.6038
2025-10-18,11,特別選抜戦,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,逃げ,1-3-4,700,1,1,1,A1,0.7825,1,0.2175
2025-10-18,12,優勝戦,0,5,ＢＴＳ鹿島開設１０周年記念〜しあわせ街道杯〜,南東,1,1,まくり差し,3-1-2,4520,17,3,3,A2,0.6845,0,-0.6845
2025-10-20,1,予選,0,1,デイリースポーツ杯,北,5,4,まくり,2-3-5,4040,17,2,2,A2,0.7037,0,-0.7037
2025-10-20,2,予選,0,1,デイリースポーツ杯,北,5,4,逃げ,1-6-2,1170,6,1,1,A2,0.7115,1,0.2885
2025-10-20,3,予選,0,1,デイリースポーツ杯,北,5,4,まくり,3-2-6,18820,86,3,3,B1,0.535,0,-0.535
2025-10-20,4,予選,0,1,デイリースポーツ杯,北,5,4,差し,2-1-6,1710,1,2,2,B1,0.4108,0,-0.4108
2025-10-20,5,予選,0,1,デイリースポーツ杯,北,5,4,逃げ,1-5-2,6300,23,1,1,B1,0.5399,1,0.4601
2025-10-20,6,予選,0,1,デイリースポーツ杯,北,5,4,逃げ,1-5-6,2900,12,1,1,A2,0.6632,1,0.3368
2025-10-20,7,予選,1,1,デイリースポーツ杯,北,5,4,逃げ,1-2-3,400,1,1,1,A1,0.601,1,0.399
2025-10-20,8,予選,0,1,デイリースポーツ杯,北,5,4,逃げ,1-2-5,820,2,1,1,A2,0.7296,1,0.2704
2025-10-20,9,予選特賞,0,1,デイリースポーツ杯,北,5,4,まくり差し,3-1-4,5490,18,3,3,A1,0.6503,0,-0.6503
2025-10-20,10,予選特賞,0,1,デイリースポーツ杯,北,5,4,まくり,6-1-3,3270,13,6,5,B1,0.565,0,-0.565
2025-10-20,11,予選特選,0,1,デイリースポーツ杯,北,5,4,逃げ,1-3-2,690,1,1,1,A1,0.7199,1,0.2801
2025-10-20,12,発祥地選抜,0,1,デイリースポーツ杯,北,5,4,逃げ,1-2-5,1280,2,1,1,A1,0.7371,1,0.2629
2025-10-21,1,予選,0,2,デイリースポーツ杯,北東,5,4,抜き,1-2-3,690,3,1,1,A2,0.6771,1,0.3229
2025-10-21,2,予選,0,2,デイリースポーツ杯,北東,5,4,まくり,2-1-3,21590,49,2,3,A2,0.6179,0,-0.6179
2025-10-21,3,予選,0,2,デイリースポーツ杯,北東,5,4,まくり,2-6-4,2400,6,2,2,B2,0.3273,0,-0.3273
2025-10-21,4,予選,0,2,デイリースポーツ杯,北東,5,4,まくり差し,5-1-4,2880,11,5,5,A2,0.5945,0,-0.5945
2025-10-21,5,予選,0,2,デイリースポーツ杯,北東,7,6,逃げ,1-4-6,4220,17,1,1,A2,0.5953,1,0.4047
2025-10-21,6,予選,0,2,デイリースポーツ杯,北東,7,6,まくり差し,6-1-5,176470,117,6,6,B1,0.4799,0,-0.4799
2025-10-21,7,予選,1,2,デイリースポーツ杯,北東,7,6,逃げ,1-3-4,1490,5,1,1,B1,0.492,1,0.508
2025-10-21,8,予選,0,2,デイリースポーツ杯,北東,6,5,逃げ,1-2-3,640,1,1,1,B1,0.5591,1,0.4409
2025-10-21,9,予選特賞,0,2,デイリースポーツ杯,北東,7,6,逃げ,1-2-6,2150,7,1,1,A1,0.6284,1,0.3716
2025-10-21,10,予選特賞,0,2,デイリースポーツ杯,北東,6,5,逃げ,1-2-3,370,1,1,1,A1,0.6763,1,0.3237
2025-10-21,11,予選特選,0,2,デイリースポーツ杯,北東,4,3,逃げ,1-3-5,1230,4,1,1,A1,0.7679,1,0.2321
2025-10-21,12,予選特選,0,2,デイリースポーツ杯,南西,3,2,逃げ,1-3-5,710,3,1,1,A1,0.5746,1,0.4254
2025-10-22,1,予選,0,3,デイリースポーツ杯,北,2,1,まくり差し,3-1-6,7630,24,3,3,B1,0.5803,0,-0.5803
2025-10-22,2,予選,0,3,デイリースポーツ杯,北東,2,1,逃げ,1-2-3,570,1,1,1,A2,0.5335,1,0.4665
2025-10-22,3,予選,0,3,デイリースポーツ杯,北東,3,2,まくり差し,4-1-2,28780,53,4,4,A2,0.4781,0,-0.4781
2025-10-22,4,予選,0,3,デイリースポーツ杯,東,2,1,まくり差し,5-3-1,2110,6,5,5,B1,0.484,0,-0.484
2025-10-22,5,予選,0,3,デイリースポーツ杯,東,2,1,差し,2-1-3,680,1,2,2,B1,0.4829,0,-0.4829
2025-10-22,6,予選,0,3,デイリースポーツ杯,南,1,1,逃げ,1-4-3,630,2,1,1,A2,0.6592,1,0.3408
2025-10-22,7,予選,1,3,デイリースポーツ杯,東,1,1,逃げ,1-2-3,550,1,1,1,A2,0.4774,1,0.5226
2025-10-22,8,予選,0,3,デイリースポーツ杯,,0,1,まくり,2-3-6,1200,2,2,2,B1,0.5863,0,-0.5863
2025-10-22,9,予選特賞,0,3,デイリースポーツ杯,北東,2,1,逃げ,1-2-5,460,1,1,1,A1,0.783,1,0.217
2025-10-22,10,予選特選,0,3,デイリースポーツ杯,北東,1,1,逃げ,1-2-3,680,2,1,1,A1,0.7445,1,0.2555
2025-10-22,11,予選特選,0,3,デイリースポーツ杯,,0,1,逃げ,1-2-3,550,1,1,1,A1,0.6552,1,0.3448
2025-10-22,12,一般特賞,0,3,デイリースポーツ杯,,0,1,まくり差し,3-1-6,1550,5,3,3,B1,0.4743,0,-0.4743
2025-10-23,1,一般,0,4,デイリースポーツ杯,西,1,1,逃げ,1-4-3,1000,6,1,1,A2,0.6632,1,0.3368
2025-10-23,2,一般,0,4,デイリースポーツ杯,,0,1,まくり,3-6-4,9310,45,3,3,B1,0.4408,0,-0.4408
2025-10-23,3,一般,0,4,デイリースポーツ杯,北東,4,3,恵まれ,2-1-3,1360,5,2,2,A2,0.6179,0,-0.6179
2025-10-23,4,一般,0,4,デイリースポーツ杯,北,4,3,まくり,4-1-6,2590,7,4,4,A1,0.6676,0,-0.6676
2025-10-23,5,一般,0,4,デイリースポーツ杯,北,3,2,まくり,3-1-2,5190,22,3,3,B1,0.5366,0,-0.5366
2025-10-23,6,一般,0,4,デイリースポーツ杯,北東,3,2,逃げ,1-3-5,930,3,1,1,A2,0.7115,1,0.2885
2025-10-23,7,一般,1,4,デイリースポーツ杯,北東,2,1,逃げ,1-3-5,1250,5,1,1,A1,0.7199,1,0.2801
2025-10-23,8,一般,0,4,デイリースポーツ杯,北,1,1,逃げ,1-6-4,5380,23,1,1,B1,0.4271,1,0.5729
2025-10-23,9,準優勝戦,0,4,デイリースポーツ杯,南東,1,1,逃げ,1-4-2,2160,7,1,1,A1,0.7445,1,0.2555
2025-10-23,10,準優勝戦,0,4,デイリースポーツ杯,東,1,1,逃げ,1-5-4,1870,10,1,1,A1,0.783,1,0.217
2025-10-23,11,準優勝戦,0,4,デイリースポーツ杯,東,1,1,逃げ,1-6-3,11600,25,1,1,A1,0.6763,1,0.3237
2025-10-23,12,一般,0,4,デイリースポーツ杯,北東,1,1,逃げ,1-4-6,4680,18,1,1,A1,0.601,1,0.399
2025-10-24,1,一般,0,5,デイリースポーツ杯,南,1,1,逃げ,1-2-3,600,1,1,1,B1,0.342,1,0.658
2025-10-24,2,一般,0,5,デイリースポーツ杯,北東,4,3,まくり差し,5-3-6,108090,83,5,5,B1,0.4271,0,-0.4271
2025-10-24,3,一般,0,5,デイリースポーツ杯,東,2,1,逃げ,1-2-6,1160,4,1,1,A2,0.4774,1,0.5226
2025-10-24,4,一般,0,5,デイリースポーツ杯,東,1,1,抜き,4-1-6,3740,11,4,4,B1,0.4799,0,-0.4799
2025-10-24,5,一般,0,5,デイリースポーツ杯,北東,4,3,逃げ,1-5-3,630,1,1,1,A1,0.6399,1,0.3601
2025-10-24,6,一般,0,5,デイリースポーツ杯,東,1,1,逃げ,1-2-6,440,1,1,1,A2,0.4627,1,0.5373
2025-10-24,7,一般,1,5,デイリースポーツ杯,東,1,1,逃げ,1-4-3,840,3,1,1,A2,0.6592,1,0.3408
2025-10-24,8,一般,0,5,デイリースポーツ杯,東,1,1,逃げ,1-2-6,1010,1,1,1,A2,0.5775,1,0.4225
2025-10-24,9,一般特選,0,5,デイリースポーツ杯,北東,1,1,逃げ,1-3-5,1180,5,1,1,A2,0.7296,1,0.2704
2025-10-24,10,特別選抜戦,0,5,デイリースポーツ杯,南東,1,1,まくり,4-6-1,14960,35,4,4,A1,0.6453,0,-0.6453
2025-10-24,11,特別選抜戦,0,5,デイリースポーツ杯,北東,1,1,逃げ,1-3-5,2110,7,1,1,A1,0.6552,1,0.3448
2025-10-24,12,優勝戦,0,5,デイリースポーツ杯,東,1,1,まくり差し,3-1-2,2430,7,3,3,A1,0.6893,0,-0.6893
2025-10-26,1,予選,0,1,マスターズリーグ第８戦,北,5,4,逃げ,1-5-6,3360,13,1,1,B1,0.4913,1,0.5087
2025-10-26,2,予選,0,1,マスターズリーグ第８戦,北東,5,4,逃げ,1-2-3,1320,3,1,1,B1,0.4437,1,0.5563
2025-10-26,3,予選,0,1,マスターズリーグ第８戦,北東,4,3,逃げ,1-2-5,7170,30,1,1,B1,0.3697,1,0.6303
2025-10-26,4,予選,0,1,マスターズリーグ第８戦,北東,5,4,まくり,2-1-4,2860,5,2,5,B1,0.4165,0,-0.4165
2025-10-26,5,予選,0,1,マスターズリーグ第８戦,北西,5,4,まくり差し,4-3-5,36240,83,4,5,B1,0.553,0,-0.553
2025-10-26,6,予選,0,1,マスターズリーグ第８戦,北西,5,4,まくり,3-1-5,1820,6,3,3,B2,0.6208,0,-0.6208
2025-10-26,7,予選,1,1,マスターズリーグ第８戦,北西,3,2,逃げ,1-2-4,690,2,1,1,A2,0.6067,1,0.3933
2025-10-26,8,予選,0,1,マスターズリーグ第８戦,北西,3,2,逃げ,1-3-5,1760,5,1,1,B1,0.3815,1,0.6185
2025-10-26,9,予選,0,1,マスターズリーグ第８戦,北西,3,2,抜き,1-3-2,1560,6,1,1,A2,0.5158,1,0.4842
2025-10-26,10,予選特賞,0,1,マスターズリーグ第８戦,北西,3,2,逃げ,1-2-5,1700,6,1,1,A1,0.6633,1,0.3367
2025-10-26,11,予選特選,0,1,マスターズリーグ第８戦,北,4,3,逃げ,1-2-3,820,2,1,1,A1,0.488,1,0.512
2025-10-26,12,発祥地ドリー,0,1,マスターズリーグ第８戦,北,3,2,逃げ,1-6-4,7490,23,1,1,A1,0.6243,1,0.3757
2025-10-27,1,予選,0,2,マスターズリーグ第８戦,北西,4,3,まくり,3-1-5,2580,8,3,3,B1,0.475,0,-0.475
2025-10-27,2,予選,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-5-3,3270,13,1,1,B1,0.5519,1,0.4481
2025-10-27,3,予選,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-3-4,3240,9,1,1,B1,0.5128,1,0.4872
2025-10-27,4,予選,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-2-4,1420,2,1,1,B1,0.5505,1,0.4495
2025-10-27,5,予選,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-4-3,2440,8,1,1,B1,0.4436,1,0.5564
2025-10-27,6,予選,0,2,マスターズリーグ第８戦,北西,4,3,まくり,4-1-2,4040,16,4,5,B1,0.4697,0,-0.4697
2025-10-27,7,予選,1,2,マスターズリーグ第８戦,北西,4,3,抜き,5-2-6,55710,92,5,5,A2,0.5746,0,-0.5746
2025-10-27,8,予選,0,2,マスターズリーグ第８戦,北西,4,3,まくり,3-2-4,13770,56,3,2,B1,0.5244,0,-0.5244
2025-10-27,9,予選,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-2-3,490,1,1,1,A2,0.6627,1,0.3373
2025-10-27,10,予選特賞,0,2,マスターズリーグ第８戦,北西,4,3,逃げ,1-4-3,2680,11,1,1,A1,0.6479,1,0.3521
2025-10-27,11,予選特選,0,2,マスターズリーグ第８戦,北東,4,3,逃げ,1-3-4,930,3,1,1,A1,0.6334,1,0.3666
2025-10-27,12,予選特選,0,2,マスターズリーグ第８戦,北,4,3,逃げ,1-2-4,1300,5,1,1,A1,0.6072,1,0.3928
2025-10-28,1,予選,0,3,マスターズリーグ第８戦,北西,4,3,逃げ,1-2-5,1740,7,1,1,B1,0.4615,1,0.5385
2025-10-28,2,予選,0,3,マスターズリーグ第８戦,北西,4,3,逃げ,1-2-4,2880,11,1,1,A2,0.6388,1,0.3612
2025-10-28,3,予選,0,3,マスターズリーグ第８戦,北,4,3,まくり,2-3-5,3990,16,2,2,B1,0.479,0,-0.479
2025-10-28,4,予選,0,3,マスターズリーグ第８戦,北東,4,3,逃げ,1-3-4,1260,1,1,1,B1,0.5015,1,0.4985
2025-10-28,5,予選,0,3,マスターズリーグ第８戦,北,5,4,まくり,2-3-4,3000,6,2,3,B1,0.5023,0,-0.5023
2025-10-28,6,予選,0,3,マスターズリーグ第８戦,北,4,3,抜き,4-5-3,9040,45,4,4,B1,0.4635,0,-0.4635
2025-10-28,7,予選,1,3,マスターズリーグ第８戦,北東,4,3,逃げ,1-3-2,420,1,1,1,A2,0.6259,1,0.3741
2025-10-28,8,予選,0,3,マスターズリーグ第８戦,北,5,4,まくり,3-1-2,4930,17,3,3,B1,0.4524,0,-0.4524
2025-10-28,9,予選,0,3,マスターズリーグ第８戦,北,5,4,逃げ,1-3-4,1930,7,1,1,A2,0.4542,1,0.5458
2025-10-28,10,予選特賞,0,3,マスターズリーグ第８戦,北,4,3,逃げ,1-6-5,1100,2,1,1,A1,0.6503,1,0.3497
2025-10-28,11,予選特選,0,3,マスターズリーグ第８戦,北東,3,2,逃げ,1-2-3,370,1,1,1,A1,0.652,1,0.348
2025-10-28,12,予選特選,0,3,マスターズリーグ第８戦,北,2,1,まくり差し,4-6-5,53160,82,4,4,A1,0.5832,0,-0.5832
2025-10-29,1,予選,0,4,マスターズリーグ第８戦,南,2,1,差し,5-3-1,14090,56,5,2,B1,0.4182,0,-0.4182
2025-10-29,2,予選,0,4,マスターズリーグ第８戦,南,1,1,逃げ,1-2-6,3020,13,1,1,B1,0.5234,1,0.4766
2025-10-29,3,予選,0,4,マスターズリーグ第８戦,南東,1,1,差し,2-1-4,1430,3,2,2,A2,0.628,0,-0.628
2025-10-29,4,予選,0,4,マスターズリーグ第８戦,南東,2,1,抜き,4-6-3,8780,34,4,4,B1,0.4058,0,-0.4058
2025-10-29,5,予選,0,4,マスターズリーグ第８戦,南,1,1,逃げ,1-4-2,2420,4,1,1,B1,0.5224,1,0.4776
2025-10-29,6,予選,0,4,マスターズリーグ第８戦,南東,1,1,まくり差し,5-2-1,16410,38,5,5,A2,0.6737,0,-0.6737
2025-10-29,7,予選,1,4,マスターズリーグ第８戦,南東,1,1,抜き,2-3-1,15960,35,2,2,A1,0.6044,0,-0.6044
2025-10-29,8,予選,0,4,マスターズリーグ第８戦,南東,1,1,逃げ,1-4-5,3600,11,1,1,B1,0.4215,1,0.5785
2025-10-29,9,予選,0,4,マスターズリーグ第８戦,南東,1,1,逃げ,1-3-5,3250,12,1,1,A1,0.652,1,0.348
2025-10-29,10,予選特選,0,4,マスターズリーグ第８戦,南東,1,1,逃げ,1-4-3,1250,6,1,1,A1,0.6243,1,0.3757
2025-10-29,11,予選特選,0,4,マスターズリーグ第８戦,南東,1,1,逃げ,1-5-3,2920,11,1,1,A1,0.6515,1,0.3485
2025-10-29,12,一般特賞,0,4,マスターズリーグ第８戦,南東,1,1,抜き,1-3-6,790,1,1,1,A1,0.6334,1,0.3666
2025-10-30,1,一般,0,5,マスターズリーグ第８戦,南,1,1,まくり,4-2-5,12660,47,4,4,B1,0.4815,0,-0.4815
2025-10-30,2,一般,0,5,マスターズリーグ第８戦,南東,1,1,差し,4-1-2,7660,26,4,4,B1,0.4165,0,-0.4165
2025-10-30,3,一般,0,5,マスターズリーグ第８戦,西,1,1,逃げ,1-5-4,15730,55,1,1,B1,0.5128,1,0.4872
2025-10-30,4,一般,0,5,マスターズリーグ第８戦,,0,1,逃げ,1-3-4,750,2,1,1,B1,0.5519,1,0.4481
2025-10-30,5,一般,0,5,マスターズリーグ第８戦,,0,1,差し,2-1-5,4330,12,2,2,A1,0.6763,0,-0.6763
2025-10-30,6,一般,0,5,マスターズリーグ第８戦,北東,1,1,逃げ,1-3-5,5180,16,1,1,A1,0.5885,1,0.4115
2025-10-30,7,一般,1,5,マスターズリーグ第８戦,南東,1,1,差し,2-1-4,3190,9,2,2,A2,0.6208,0,-0.6208
2025-10-30,8,一般,0,5,マスターズリーグ第８戦,南東,1,1,逃げ,1-3-4,1120,3,1,1,A2,0.4542,1,0.5458
2025-10-30,9,準優勝戦,0,5,マスターズリーグ第８戦,南東,1,1,逃げ,3-2-6,11190,47,3,1,B1,0.4328,1,0.5672
2025-10-30,10,準優勝戦,0,5,マスターズリーグ第８戦,東,1,1,抜き,4-1-5,29700,59,4,4,A1,0.6635,0,-0.6635
2025-10-30,11,準優勝戦,0,5,マスターズリーグ第８戦,南東,1,1,逃げ,1-5-3,2040,8,1,1,A1,0.652,1,0.348
2025-10-30,12,一般,0,5,マスターズリーグ第８戦,南東,1,1,まくり差し,3-1-5,11430,32,3,3,A1,0.5832,0,-0.5832
2025-10-31,1,一般,0,6,マスターズリーグ第８戦,北西,2,1,まくり,3-1-5,1530,7,3,3,B1,0.475,0,-0.475
2025-10-31,2,一般,0,6,マスターズリーグ第８戦,北西,2,1,逃げ,1-5-6,19080,48,1,1,B2,0.6067,1,0.3933
2025-10-31,3,一般,0,6,マスターズリーグ第８戦,北西,1,1,差し,2-3-1,8670,32,2,2,A2,0.6737,0,-0.6737
2025-10-31,4,一般,0,6,マスターズリーグ第８戦,北西,1,1,逃げ,1-2-5,2930,11,1,1,A1,0.488,1,0.512
2025-10-31,5,一般,0,6,マスターズリーグ第８戦,北西,1,1,逃げ,1-3-2,560,2,1,1,A2,0.6259,1,0.3741
2025-10-31,6,一般,0,6,マスターズリーグ第８戦,北,1,1,抜き,6-5-1,33220,55,6,6,A1,0.6633,0,-0.6633
2025-10-31,7,一般,1,6,マスターズリーグ第８戦,北西,1,1,逃げ,1-3-2,590,2,1,1,A2,0.5599,1,0.4401
2025-10-31,8,一般,0,6,マスターズリーグ第８戦,北,1,1,逃げ,1-4-3,1280,5,1,1,A1,0.6479,1,0.3521
2025-10-31,9,一般,0,6,マスターズリーグ第８戦,南東,1,1,逃げ,1-3-4,660,1,1,1,A1,0.6072,1,0.3928
2025-10-31,10,特別選抜戦,0,6,マスターズリーグ第８戦,南東,1,1,逃げ,1-2-5,2010,10,1,1,A1,0.6243,1,0.3757
2025-10-31,11,特別選抜戦,0,6,マスターズリーグ第８戦,東,1,1,逃げ,1-2-3,1460,5,1,1,B1,0.3697,1,0.6303
