ym,regno,course,n,r1,r2,r3,st_sum,st_n,mk1
2026-04,5073,3,2,0,1,0,0.35,2,0
2026-04,5073,4,1,0,1,0,0.25,1,0
2026-04,5073,5,1,0,0,0,0.12,1,0
2026-04,5073,6,2,0,0,0,0.51,2,0
2026-04,5095,1,2,2,0,0,0.37,2,0
2026-04,5095,2,1,0,1,0,0.15,1,0
2026-04,5095,3,2,0,1,1,0.56,2,0
2026-04,5095,4,1,0,1,0,0.26,1,0
2026-04,5128,1,1,0,0,0,0.27,1,0
2026-04,5128,2,2,1,0,1,0.27,2,0
2026-04,5128,3,2,0,0,0,0.29,2,0
2026-04,5128,4,1,0,0,0,0.25,1,0
2026-04,5128,5,2,0,1,1,0.47,2,0
2026-04,5128,6,1,0,0,0,0.25,1,0
2026-04,5133,1,2,1,1,0,0.41,2,0
2026-04,5133,2,1,0,0,0,0.16,1,0
2026-04,5133,3,3,2,0,0,0.75,3,2
2026-04,5133,4,1,1,0,0,0.13,1,1
2026-04,5133,5,1,1,0,0,0.13,1,1
2026-04,5133,6,1,0,0,1,0.15,1,0
2026-04,5167,1,1,1,0,0,0.15,1,0
2026-04,5167,2,2,0,0,0,0.53,2,0
2026-04,5167,3,2,1,1,0,0.48,2,1
2026-04,5167,4,2,0,0,0,0.34,2,0
2026-04,5167,5,1,0,0,1,0.11,1,0
2026-04,5167,6,1,0,0,0,0.18,1,0
2026-04,5177,1,1,0,0,0,0.04,1,0
2026-04,5177,2,2,0,0,2,0.3,2,0
2026-04,5177,3,1,0,0,0,0.29,1,0
2026-04,5177,4,2,0,0,0,0.48,2,0
2026-04,5177,5,2,0,0,0,0.41,2,0
2026-04,5177,6,1,0,0,0,0.2,1,0
2026-04,5242,1,1,0,0,0,0.27,1,0
2026-04,5242,3,2,0,1,0,0.31,2,0
2026-04,5242,4,1,0,0,0,0.16,1,0
2026-04,5242,5,2,0,1,0,0.31,2,0
2026-04,5242,6,1,0,0,0,0.09,1,0
2026-04,5255,1,1,1,0,0,0.11,1,0
2026-04,5255,2,2,1,1,0,0.48,2,1
2026-04,5255,3,1,0,1,0,0.25,1,0
2026-04,5255,4,1,0,0,0,0.06,1,0
2026-04,5255,5,2,0,1,1,0.39,2,0
2026-04,5255,6,2,0,0,0,0.53,2,0
2026-04,5262,1,1,0,0,1,0.18,1,0
2026-04,5262,2,2,0,0,0,0.49,2,0
2026-04,5262,3,2,0,0,1,0.32,2,0
2026-04,5262,4,3,0,1,0,0.56,3,0
2026-04,5262,6,1,0,1,0,0.19,1,0
2026-04,5275,1,3,1,1,1,0.5,3,0
2026-04,5275,2,1,0,0,1,0.28,1,0
2026-04,5275,3,1,0,0,1,0.06,1,0
2026-04,5275,4,1,0,1,0,0.08,1,0
2026-04,5275,5,1,0,1,0,0.15,1,0
2026-04,5275,6,2,1,0,0,0.26,2,1
2026-04,5279,1,3,1,2,0,0.39,3,0
2026-04,5279,2,4,1,0,1,0.75,4,0
2026-04,5279,3,2,1,0,1,0.34,2,0
2026-04,5279,4,2,1,0,0,0.11,2,0
2026-04,5279,5,2,0,0,1,0.48,2,0
2026-04,5279,6,2,0,0,0,0.43,2,0
2026-04,5288,1,1,0,0,0,0.18,1,0
2026-04,5288,2,1,0,0,0,0.21,1,0
2026-04,5288,3,1,0,0,0,0.21,1,0
2026-04,5288,4,2,0,0,1,0.42,2,0
2026-04,5288,5,1,0,0,1,0.06,1,0
2026-04,5288,6,1,0,0,0,0.31,1,0
2026-04,5290,1,1,0,1,0,0.24,1,0
2026-04,5290,2,2,0,0,0,0.26,2,0
2026-04,5290,3,1,0,0,0,0.21,1,0
2026-04,5290,4,2,0,2,0,0.51,2,0
2026-04,5290,5,1,0,1,0,0.21,1,0
2026-04,5290,6,1,0,0,0,0.14,1,0
2026-04,5292,1,1,0,0,0,0.05,1,0
2026-04,5292,2,1,0,0,0,0.72,1,0
2026-04,5292,3,1,0,0,0,0.47,1,0
2026-04,5292,4,1,0,0,0,0.23,1,0
2026-04,5292,5,1,0,0,0,0.53,1,0
2026-04,5292,6,2,0,0,0,0.36,2,0
2026-04,5315,6,8,0,0,0,2.26,8,0
2026-04,5341,4,3,0,0,0,0.67,3,0
2026-04,5341,5,3,0,1,0,0.36,3,0
2026-04,5341,6,3,0,0,0,0.56,3,0
2026-04,5364,4,3,0,0,1,0.64,3,0
2026-04,5364,5,3,1,0,0,0.54,3,0
2026-04,5364,6,3,0,0,0,0.81,3,0
2026-04,5371,4,2,0,0,0,0.36,2,0
2026-04,5371,5,3,0,0,0,0.26,3,0
2026-04,5371,6,2,0,0,0,0.52,2,0
2026-04,5384,3,2,0,0,0,0.35,2,0
2026-04,5384,4,3,0,0,0,0.58,3,0
2026-04,5384,5,4,0,0,0,1.08,4,0
2026-04,5384,6,1,0,0,0,0.19,1,0
2026-04,5424,6,9,0,0,0,2.23,9,0
2026-04,5427,6,7,0,1,1,1.89,7,0
2026-05,3105,6,1,0,0,0,0.24,1,0
2026-05,3202,1,1,1,0,0,0.16,1,0
2026-05,3202,6,1,0,0,0,0.25,1,0
2026-05,3277,1,1,1,0,0,0.2,1,0
2026-05,3277,3,1,0,1,0,0.07,1,0
2026-05,3303,1,1,1,0,0,0.08,1,0
2026-05,3303,6,1,0,0,0,0.22,1,0
2026-05,3313,1,1,0,0,0,0.27,1,0
2026-05,3313,2,1,0,0,0,0.26,1,0
2026-05,3340,3,1,0,0,0,0.12,1,0
2026-05,3436,1,1,1,0,0,0.05,1,0
2026-05,3436,2,1,0,1,0,0.06,1,0
2026-05,3436,3,2,1,0,0,0.3,2,1
2026-05,3436,4,2,0,1,1,0.22,2,0
2026-05,3436,5,2,0,0,0,0.06,2,0
2026-05,3436,6,1,1,0,0,0.04,1,1
2026-05,3499,1,1,1,0,0,0.04,1,0
2026-05,3499,3,1,0,0,0,0.09,1,0
2026-05,3499,4,1,0,0,0,0.16,1,0
2026-05,3499,5,1,0,0,0,0.09,1,0
2026-05,3517,3,1,0,1,0,0.15,1,0
2026-05,3581,1,2,2,0,0,0.33,2,0
2026-05,3581,2,1,0,1,0,0.24,1,0
2026-05,3581,3,4,1,0,1,0.82,4,1
2026-05,3581,4,1,0,0,0,0.15,1,0
2026-05,3581,5,2,0,1,0,0.34,2,0
2026-05,3581,6,1,0,0,0,0.29,1,0
2026-05,3602,4,1,0,0,0,0.19,1,0
2026-05,3653,1,2,1,1,0,0.36,2,0
2026-05,3653,2,2,0,1,0,0.34,2,0
2026-05,3653,3,2,0,0,0,0.16,1,0
2026-05,3653,4,1,0,1,0,0.06,1,0
2026-05,3653,5,1,0,0,0,0.15,1,0
2026-05,3653,6,1,0,0,0,0.23,1,0
2026-05,3686,1,1,1,0,0,0.15,1,0
2026-05,3686,2,2,1,0,1,0.25,2,1
2026-05,3686,3,1,0,0,1,0.02,1,0
2026-05,3686,4,2,0,0,1,0.08,2,0
2026-05,3686,5,2,0,0,0,0.41,2,0
2026-05,3726,1,2,0,1,1,0.39,2,0
2026-05,3726,2,1,0,0,0,0.17,1,0
2026-05,3726,3,3,1,1,0,0.44,3,1
2026-05,3726,4,2,1,0,1,0.28,2,1
2026-05,3726,5,1,1,0,0,0.06,1,1
2026-05,3726,6,1,0,0,1,0.13,1,0
2026-05,3752,1,2,1,0,0,0.41,2,0
2026-05,3752,2,2,1,0,1,0.29,2,0
2026-05,3752,3,1,0,0,1,0.22,1,0
2026-05,3752,4,2,0,0,0,0.44,2,0
2026-05,3752,5,2,0,1,0,0.31,2,0
2026-05,3752,6,1,0,0,0,0.13,1,0
2026-05,3822,1,2,1,0,0,0.36,2,0
2026-05,3822,2,1,1,0,0,0.11,1,0
2026-05,3822,3,1,1,0,0,0.06,1,0
2026-05,3822,4,1,1,0,0,0.11,1,1
2026-05,3822,5,1,0,0,0,0.08,1,0
2026-05,3822,6,2,0,0,0,0.21,2,0
2026-05,3848,1,1,0,0,0,0.13,1,0
2026-05,3848,2,1,0,0,0,0.11,1,0
2026-05,3848,3,1,0,0,0,0.11,1,0
2026-05,3848,4,1,0,0,0,0.22,1,0
2026-05,3848,5,2,0,0,2,0.22,2,0
2026-05,3848,6,1,0,0,0,0.25,1,0
2026-05,3868,3,1,1,0,0,0.22,1,1
2026-05,3868,4,1,0,0,1,0.15,1,0
2026-05,3888,4,1,0,0,0,0.23,1,0
2026-05,3935,1,2,0,2,0,0.48,2,0
2026-05,3935,2,2,0,1,0,0.19,2,0
2026-05,3935,3,1,0,0,0,0.13,1,0
2026-05,3935,4,1,0,1,0,0.12,1,0
2026-05,3935,5,1,0,1,0,0.25,1,0
2026-05,3935,6,2,0,0,1,0.32,2,0
2026-05,3940,1,3,2,1,0,0.36,3,0
2026-05,3940,2,2,0,0,0,0.29,2,0
2026-05,3940,3,1,1,0,0,0.11,1,0
2026-05,3940,4,1,0,0,0,0.16,1,0
2026-05,3940,5,1,0,1,0,0.13,1,0
2026-05,3940,6,3,1,0,1,0.42,3,1
2026-05,3952,1,3,3,0,0,0.3,3,0
2026-05,3952,2,2,1,0,0,0.36,2,0
2026-05,3952,4,1,1,0,0,0.11,1,1
2026-05,3952,5,1,1,0,0,0.03,1,1
2026-05,3952,6,2,0,0,0,0.18,2,0
2026-05,3983,1,1,1,0,0,0.16,1,0
2026-05,3983,2,1,0,0,1,0.07,1,0
2026-05,3983,3,2,1,0,0,0.19,2,1
2026-05,3983,4,3,0,0,1,0.32,3,0
2026-05,3983,6,1,0,1,0,0.13,1,0
2026-05,4009,1,3,0,1,1,0.27,3,0
2026-05,4009,2,1,0,1,0,0.11,1,0
2026-05,4009,3,1,0,0,0,0.09,1,0
2026-05,4009,4,1,1,0,0,0.13,1,1
2026-05,4009,5,1,0,0,0,0.09,1,0
2026-05,4009,6,2,0,0,1,0.22,2,0
2026-05,4044,1,1,0,1,0,0.08,1,0
2026-05,4044,3,2,1,1,0,0.12,2,0
2026-05,4044,4,2,0,1,1,0.51,2,0
2026-05,4044,5,1,0,0,0,0.14,1,0
2026-05,4044,6,1,0,0,1,0.15,1,0
2026-05,4062,1,1,0,1,0,0.19,1,0
2026-05,4062,2,1,1,0,0,0.18,1,0
2026-05,4062,3,2,0,0,0,0.39,2,0
2026-05,4062,4,2,0,0,0,0.53,2,0
2026-05,4062,5,1,0,0,0,0.24,1,0
2026-05,4062,6,1,0,0,0,0.24,1,0
2026-05,4067,1,1,0,1,0,0.04,1,0
2026-05,4067,2,2,0,1,0,0.41,2,0
2026-05,4067,3,3,2,0,0,0.28,3,1
2026-05,4067,4,2,2,0,0,0.2,2,2
2026-05,4067,5,2,1,0,1,0.28,2,1
2026-05,4075,1,1,0,1,0,0.22,1,0
2026-05,4075,2,1,0,0,1,0.18,1,0
2026-05,4075,3,1,0,0,0,0.24,1,0
2026-05,4075,4,2,0,0,1,0.31,2,0
2026-05,4075,5,2,0,0,0,0.27,2,0
2026-05,4075,6,1,0,0,0,0.25,1,0
2026-05,4077,2,1,1,0,0,0.26,1,0
2026-05,4082,1,2,1,0,1,0.37,2,0
2026-05,4082,2,1,0,1,0,0.2,1,0
2026-05,4082,3,2,1,1,0,0.27,2,1
2026-05,4082,4,1,0,0,1,0.2,1,0
2026-05,4082,5,2,0,1,0,0.38,2,0
2026-05,4082,6,1,0,1,0,0.2,1,0
2026-05,4084,1,2,2,0,0,0.28,2,0
2026-05,4084,3,1,0,0,0,0.12,1,0
2026-05,4084,4,1,0,0,1,0.11,1,0
2026-05,4084,5,2,0,0,2,0.27,2,0
2026-05,4084,6,2,0,0,0,0.24,2,0
2026-05,4086,1,1,0,1,0,0.14,1,0
2026-05,4086,2,2,1,0,0,0.23,2,1
2026-05,4086,3,3,0,1,0,0.17,3,0
2026-05,4086,4,2,1,0,1,0.3,2,0
2026-05,4086,5,2,0,0,2,0.3,2,0
2026-05,4093,1,2,2,0,0,0.11,2,0
2026-05,4093,2,2,1,0,1,0.09,2,1
2026-05,4093,3,2,0,0,1,0.32,2,0
2026-05,4093,4,1,0,0,0,0.21,1,0
2026-05,4093,5,2,0,1,0,0.19,2,0
2026-05,4093,6,1,0,0,0,0.25,1,0
2026-05,4095,1,1,0,0,1,0.22,1,0
2026-05,4095,2,2,0,1,0,0.29,2,0
2026-05,4095,3,1,0,1,0,0.12,1,0
2026-05,4095,4,1,0,0,0,0.17,1,0
2026-05,4095,5,2,0,0,0,0.09,2,0
2026-05,4102,1,1,1,0,0,0.08,1,0
2026-05,4102,2,2,1,0,0,0.28,2,1
2026-05,4102,3,2,0,0,0,0.3,2,0
2026-05,4102,4,3,1,0,0,0.61,3,1
2026-05,4102,5,2,0,1,0,0.3,2,0
2026-05,4145,3,1,1,0,0,0.24,1,0
2026-05,4148,1,1,0,1,0,0.13,1,0
2026-05,4148,2,2,0,0,1,0.33,2,0
2026-05,4148,3,1,0,0,0,0.06,1,0
2026-05,4148,4,1,0,0,0,0.11,1,0
2026-05,4148,5,2,0,0,0,0.29,2,0
2026-05,4148,6,1,0,0,0,0.2,1,0
2026-05,4159,1,1,0,1,0,0.1,1,0
2026-05,4159,2,2,1,1,0,0.18,2,1
2026-05,4159,3,2,1,0,0,0.2,2,1
2026-05,4159,4,1,0,1,0,0.23,1,0
2026-05,4159,6,1,0,0,0,0.17,1,0
2026-05,4161,1,1,0,1,0,0.1,1,0
2026-05,4161,2,2,0,0,1,0.26,2,0
2026-05,4161,3,2,0,0,0,0.35,2,0
2026-05,4161,4,1,0,1,0,0.11,1,0
2026-05,4161,5,1,0,0,0,0.14,1,0
2026-05,4161,6,2,0,0,0,0.32,2,0
2026-05,4169,1,1,0,0,0,0.22,1,0
2026-05,4169,4,1,0,0,0,0.31,1,0
2026-05,4219,1,1,0,0,0,0,0,0
2026-05,4219,4,1,0,0,0,0.17,1,0
2026-05,4219,5,4,0,1,3,0.84,4,0
2026-05,4219,6,5,0,0,0,1.27,5,0
2026-05,4227,1,1,1,0,0,0.12,1,0
2026-05,4227,2,2,0,1,0,0.39,2,0
2026-05,4227,3,1,0,0,0,0.08,1,0
2026-05,4227,4,2,0,0,0,0.23,2,0
2026-05,4227,5,2,0,0,0,0.3,2,0
2026-05,4227,6,1,0,0,0,0.15,1,0
2026-05,4245,6,1,0,0,0,0.25,1,0
2026-05,4258,5,1,0,0,0,0.24,1,0
2026-05,4266,1,1,0,1,0,0.09,1,0
2026-05,4266,2,1,0,0,1,0.09,1,0
2026-05,4266,3,2,1,0,0,0.28,2,0
2026-05,4266,4,2,0,1,0,0.25,2,0
2026-05,4266,6,1,0,0,1,0.09,1,0
2026-05,4311,1,2,2,0,0,0.12,2,0
2026-05,4311,2,1,0,0,0,0.13,1,0
2026-05,4311,3,2,2,0,0,0.33,2,1
2026-05,4311,4,1,0,0,1,0.05,1,0
2026-05,4311,5,1,0,0,1,0.23,1,0
2026-05,4311,6,2,0,0,0,0.28,2,0
2026-05,4318,6,1,0,0,0,0.26,1,0
2026-05,4343,1,2,0,1,1,0.39,2,0
2026-05,4343,2,2,0,1,0,0.25,2,0
2026-05,4343,3,2,0,0,1,0.23,2,0
2026-05,4343,4,1,0,0,0,0.14,1,0
2026-05,4343,5,1,0,0,0,0.23,1,0
2026-05,4343,6,2,1,0,0,0.32,2,0
2026-05,4345,1,2,0,1,0,0.27,2,0
2026-05,4345,2,2,0,1,0,0.43,2,0
2026-05,4345,3,3,1,0,0,0.32,3,1
2026-05,4345,4,1,0,0,1,0.02,1,0
2026-05,4345,5,2,0,0,1,0.32,2,0
2026-05,4345,6,1,0,0,0,0.27,1,0
2026-05,4364,1,1,0,0,0,0.18,1,0
2026-05,4364,2,2,1,0,1,0.12,2,0
2026-05,4364,3,1,0,0,0,0.11,1,0
2026-05,4364,4,2,0,0,1,0.51,2,0
2026-05,4364,5,1,0,0,0,0.19,1,0
2026-05,4364,6,1,0,0,0,0.29,1,0
2026-05,4366,1,2,2,0,0,0.23,2,0
2026-05,4366,2,2,0,1,1,0.22,2,0
2026-05,4366,3,1,0,0,1,0.11,1,0
2026-05,4366,4,2,0,0,1,0.3,2,0
2026-05,4366,5,2,0,0,0,0.22,2,0
2026-05,4366,6,2,0,0,1,0.37,2,0
2026-05,4370,1,1,1,0,0,0.01,1,0
2026-05,4370,2,1,0,1,0,0.09,1,0
2026-05,4370,4,1,0,1,0,0.15,1,0
2026-05,4370,5,2,1,0,1,0.23,2,0
2026-05,4370,6,1,0,0,0,0.1,1,0
2026-05,4377,1,1,0,0,0,0.27,1,0
2026-05,4377,2,3,0,2,0,0.54,3,0
2026-05,4377,3,3,1,1,0,0.31,3,1
2026-05,4377,4,1,0,1,0,0.2,1,0
2026-05,4377,5,2,0,0,2,0.29,2,0
2026-05,4377,6,1,0,0,1,0.16,1,0
2026-05,4379,1,1,0,1,0,0.11,1,0
2026-05,4379,2,3,0,1,1,0.43,3,0
2026-05,4379,3,1,1,0,0,0.03,1,1
2026-05,4379,4,1,0,0,0,0.14,1,0
2026-05,4379,5,3,0,1,2,0.47,3,0
2026-05,4379,6,1,0,0,0,0.12,1,0
2026-05,4388,1,1,0,0,0,0.09,1,0
2026-05,4388,2,1,1,0,0,0.15,1,0
2026-05,4388,4,1,0,0,0,0.27,1,0
2026-05,4388,5,1,0,0,0,0.09,1,0
2026-05,4388,6,3,0,0,0,0.68,3,0
2026-05,4394,1,2,1,1,0,0.22,2,0
2026-05,4394,2,2,0,0,1,0.38,2,0
2026-05,4394,3,2,0,0,1,0.35,2,0
2026-05,4394,4,2,1,0,0,0.18,2,1
2026-05,4394,5,1,0,0,1,0.1,1,0
2026-05,4394,6,2,0,0,1,0.39,2,0
2026-05,4401,1,1,0,0,0,0.12,1,0
2026-05,4401,2,1,0,1,0,0.09,1,0
2026-05,4401,3,2,0,0,1,0.34,2,0
2026-05,4401,4,2,0,0,0,0.24,2,0
2026-05,4401,5,1,0,0,0,0.07,1,0
2026-05,4401,6,1,0,0,0,0.15,1,0
2026-05,4409,1,2,1,0,0,0.06,1,0
2026-05,4409,2,1,0,1,0,0.11,1,0
2026-05,4409,3,1,0,1,0,0.09,1,0
2026-05,4409,5,2,1,0,0,0.33,2,1
2026-05,4409,6,2,1,0,0,0.3,2,1
2026-05,4420,1,1,0,0,0,0.11,1,0
2026-05,4420,2,2,0,0,1,0.27,2,0
2026-05,4420,3,2,0,0,0,0.24,2,0
2026-05,4420,4,1,0,0,0,0.11,1,0
2026-05,4420,6,2,0,0,0,0.42,2,0
2026-05,4430,1,1,0,0,0,0.13,1,0
2026-05,4430,2,2,0,0,1,0.26,2,0
2026-05,4430,3,2,0,1,0,0.26,2,0
2026-05,4430,4,2,0,0,1,0.22,2,0
2026-05,4430,5,2,1,0,1,0.3,2,1
2026-05,4430,6,1,0,1,0,0.26,1,0
2026-05,4438,1,2,0,1,1,0.23,2,0
2026-05,4438,3,3,1,0,0,0.44,3,1
2026-05,4438,4,1,1,0,0,0.05,1,1
2026-05,4438,5,2,0,0,0,0.18,2,0
2026-05,4438,6,1,0,0,0,0.18,1,0
2026-05,4440,5,1,0,0,0,0.13,1,0
2026-05,4441,1,2,1,0,0,0.14,2,0
2026-05,4441,2,1,0,0,0,0.11,1,0
2026-05,4441,3,2,1,0,0,0.13,2,0
2026-05,4441,4,2,0,0,0,0.25,2,0
2026-05,4441,6,1,0,0,0,0.15,1,0
2026-05,4452,1,1,0,1,0,0.21,1,0
2026-05,4452,2,1,0,0,0,0.13,1,0
2026-05,4452,3,2,0,0,0,0.35,2,0
2026-05,4452,4,2,0,0,1,0.24,2,0
2026-05,4452,5,1,0,1,0,0.07,1,0
2026-05,4452,6,1,0,0,0,0.16,1,0
2026-05,4459,1,1,1,0,0,0.15,1,0
2026-05,4459,2,1,0,1,0,0.11,1,0
2026-05,4459,3,1,0,0,0,0.18,1,0
2026-05,4459,5,1,0,0,0,0.16,1,0
2026-05,4459,6,2,0,1,0,0.17,2,0
2026-05,4466,1,1,1,0,0,0.05,1,0
2026-05,4466,2,1,0,1,0,0.09,1,0
2026-05,4466,3,2,0,0,0,0.27,2,0
2026-05,4466,4,2,0,0,0,0.34,2,0
2026-05,4466,5,1,0,0,0,0.31,1,0
2026-05,4466,6,1,0,0,0,0.18,1,0
2026-05,4468,2,1,0,1,0,0.16,1,0
2026-05,4468,3,1,0,1,0,0.12,1,0
2026-05,4468,5,4,0,2,0,0.43,3,0
2026-05,4468,6,3,0,0,0,0.8,3,0
2026-05,4470,1,2,1,1,0,0.1,2,0
2026-05,4470,2,2,1,0,0,0.16,2,1
2026-05,4470,3,2,0,2,0,0.26,2,0
2026-05,4470,4,2,0,2,0,0.23,2,0
2026-05,4470,5,1,1,0,0,0.11,1,1
2026-05,4470,6,2,0,0,0,0.26,2,0
2026-05,4483,1,1,0,0,0,0.21,1,0
2026-05,4483,3,1,0,0,1,0.09,1,0
2026-05,4483,6,1,0,0,0,0.15,1,0
2026-05,4500,1,1,1,0,0,0.03,1,0
2026-05,4500,2,1,0,0,1,0.08,1,0
2026-05,4500,3,2,1,0,1,0.19,2,1
2026-05,4500,4,1,0,0,0,0.09,1,0
2026-05,4500,5,1,1,0,0,0.17,1,1
2026-05,4500,6,1,0,0,0,0.2,1,0
2026-05,4535,1,4,3,1,0,0.41,4,0
2026-05,4535,2,1,1,0,0,0.38,1,0
2026-05,4535,4,1,1,0,0,0.09,1,1
2026-05,4535,5,1,1,0,0,0.14,1,1
2026-05,4535,6,2,0,0,1,0.39,2,0
2026-05,4575,2,1,0,1,0,0.21,1,0
2026-05,4575,5,1,0,0,0,0.17,1,0
2026-05,4598,3,1,0,0,1,0.11,1,0
2026-05,4608,1,2,2,0,0,0.23,2,0
2026-05,4608,2,1,0,1,0,0.07,1,0
2026-05,4608,3,2,0,0,1,0.38,2,0
2026-05,4608,4,1,0,0,0,0.18,1,0
2026-05,4608,5,1,0,0,0,0.07,1,0
2026-05,4608,6,1,0,0,0,0.19,1,0
2026-05,4610,1,2,0,0,0,0.37,2,0
2026-05,4610,2,1,0,1,0,0.06,1,0
2026-05,4610,3,1,0,0,0,0.08,1,0
2026-05,4610,4,2,1,0,0,0.2,2,1
2026-05,4610,5,1,0,1,0,0.11,1,0
2026-05,4610,6,1,0,0,0,0.32,1,0
2026-05,4614,1,2,1,0,1,0.26,2,0
2026-05,4614,2,2,1,1,0,0.24,2,0
2026-05,4614,3,1,0,0,1,0.23,1,0
2026-05,4614,4,2,0,1,1,0.16,2,0
2026-05,4614,5,2,0,1,1,0.29,2,0
2026-05,4614,6,1,0,1,0,0.14,1,0
2026-05,4619,3,1,0,0,0,0.07,1,0
2026-05,4619,4,1,0,0,1,0.19,1,0
2026-05,4624,1,1,1,0,0,0.07,1,0
2026-05,4624,2,1,1,0,0,0.23,1,0
2026-05,4624,3,1,0,0,1,0.05,1,0
2026-05,4624,4,1,1,0,0,0.08,1,1
2026-05,4624,5,1,0,0,0,0.14,1,0
2026-05,4624,6,2,0,0,0,0.28,2,0
2026-05,4641,2,1,0,1,0,0.23,1,0
2026-05,4644,1,2,1,1,0,0.28,2,0
2026-05,4644,2,1,0,0,0,0.16,1,0
2026-05,4644,3,2,0,1,1,0.26,2,0
2026-05,4644,4,3,0,0,2,0.42,3,0
2026-05,4644,5,2,0,1,0,0.27,2,0
2026-05,4644,6,1,0,0,1,0.18,1,0
2026-05,4645,1,1,0,1,0,0.12,1,0
2026-05,4645,2,1,0,0,0,0.11,1,0
2026-05,4645,3,1,0,1,0,0.11,1,0
2026-05,4645,4,1,0,0,0,0.16,1,0
2026-05,4645,5,2,0,1,0,0.15,2,0
2026-05,4645,6,1,0,0,0,0.15,1,0
2026-05,4649,1,1,0,0,1,0.07,1,0
2026-05,4649,2,1,0,1,0,0.05,1,0
2026-05,4649,3,2,0,0,0,0.21,2,0
2026-05,4649,4,2,1,0,0,0.24,2,0
2026-05,4649,5,1,0,0,0,0.08,1,0
2026-05,4649,6,1,0,0,0,0.14,1,0
2026-05,4652,1,1,0,0,1,0.15,1,0
2026-05,4652,2,2,0,0,1,0.26,2,0
2026-05,4652,4,2,0,0,2,0.25,2,0
2026-05,4652,5,2,0,0,1,0.35,2,0
2026-05,4652,6,1,0,0,1,0.23,1,0
2026-05,4660,2,1,0,1,0,0.14,1,0
2026-05,4723,3,1,0,0,0,0.01,1,0
2026-05,4723,4,1,0,0,0,0.11,1,0
2026-05,4735,1,1,0,0,0,0.19,1,0
2026-05,4735,2,2,1,0,0,0.42,2,1
2026-05,4735,3,1,0,0,0,0.25,1,0
2026-05,4735,4,2,0,0,0,0.46,2,0
2026-05,4735,5,1,0,1,0,0.13,1,0
2026-05,4735,6,2,0,0,0,0.41,2,0
2026-05,4748,1,2,1,1,0,0.22,2,0
2026-05,4748,2,1,0,0,0,0.31,1,0
2026-05,4748,3,1,0,1,0,0.19,1,0
2026-05,4748,4,2,0,0,1,0.27,2,0
2026-05,4748,5,2,0,0,2,0.16,2,0
2026-05,4748,6,1,0,0,0,0.17,1,0
2026-05,4769,1,1,0,0,0,0.08,1,0
2026-05,4769,2,1,0,0,0,0.06,1,0
2026-05,4769,3,2,0,1,0,0.24,2,0
2026-05,4769,4,2,0,1,0,0.28,2,0
2026-05,4769,5,1,0,1,0,0.08,1,0
2026-05,4769,6,1,0,0,0,0.13,1,0
2026-05,4809,1,2,1,0,0,0.17,2,0
2026-05,4809,2,1,0,1,0,0.19,1,0
2026-05,4809,3,2,0,0,1,0.3,2,0
2026-05,4809,4,3,0,1,0,0.54,3,0
2026-05,4809,5,1,0,0,1,0.08,1,0
2026-05,4809,6,2,0,0,2,0.47,2,0
2026-05,4813,1,3,1,0,0,0.61,3,0
2026-05,4813,2,1,0,0,0,0.13,1,0
2026-05,4813,3,1,0,0,0,0.28,1,0
2026-05,4813,4,2,0,0,1,0.43,2,0
2026-05,4813,5,1,0,0,0,0.22,1,0
2026-05,4813,6,2,0,0,1,0.44,2,0
2026-05,4824,1,1,1,0,0,0.03,1,0
2026-05,4824,2,1,0,1,0,0.14,1,0
2026-05,4824,3,3,0,2,0,0.27,3,0
2026-05,4824,4,2,0,1,1,0.17,2,0
2026-05,4824,6,2,0,0,1,0.27,2,0
2026-05,4826,1,1,1,0,0,0.05,1,0
2026-05,4826,2,2,0,1,1,0.26,2,0
2026-05,4826,3,1,1,0,0,0.14,1,1
2026-05,4826,5,1,0,1,0,0.16,1,0
2026-05,4826,6,1,0,1,0,0.19,1,0
2026-05,4832,1,1,0,0,0,0.16,1,0
2026-05,4832,2,1,0,0,0,0.08,1,0
2026-05,4832,5,1,0,0,0,0.11,1,0
2026-05,4832,6,1,0,0,0,0.09,1,0
2026-05,4847,1,1,0,0,1,0.24,1,0
2026-05,4847,2,1,0,0,0,0.19,1,0
2026-05,4847,3,1,1,0,0,0.13,1,1
2026-05,4847,4,1,0,0,0,0.16,1,0
2026-05,4847,5,2,0,1,0,0.26,2,0
2026-05,4847,6,1,0,0,1,0.18,1,0
2026-05,4875,5,1,0,1,0,0.17,1,0
2026-05,4880,2,1,0,0,0,0.21,1,0
2026-05,4880,5,1,0,0,0,0.22,1,0
2026-05,4898,1,2,0,0,1,0.31,2,0
2026-05,4898,2,1,0,0,0,0.11,1,0
2026-05,4898,3,2,0,1,0,0.31,2,0
2026-05,4898,4,2,1,0,1,0.2,2,1
2026-05,4898,5,1,0,0,0,0.09,1,0
2026-05,4898,6,1,0,0,0,0.1,1,0
2026-05,4907,1,3,3,0,0,0.29,3,0
2026-05,4907,2,1,0,1,0,0.1,1,0
2026-05,4907,3,1,1,0,0,0.12,1,1
2026-05,4907,5,1,0,0,1,0.09,1,0
2026-05,4907,6,1,1,0,0,0.15,1,0
2026-05,4918,1,1,0,0,0,0.16,1,0
2026-05,4918,2,1,0,1,0,0.06,1,0
2026-05,4918,3,1,0,0,0,0.25,1,0
2026-05,4918,4,1,0,0,0,0.19,1,0
